"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.336424433E1,-1.416452080E-1,1.353721619E-1,-3.466781601E-2
1.345923233E1,-1.047734618E-1,7.435294241E-2,-1.075731665E-1
1.355422133E1,5.072795600E-2,1.457166821E-1,-2.011543512E-2
1.364918633E1,2.514253557E-1,-1.413084101E-2,9.105561674E-2
1.374406583E1,1.187303215E-1,-5.934680700E-1,4.468846917E-1
1.383903083E1,3.375424147E-1,-8.826781511E-1,4.575204253E-1
1.392904283E1,4.558262229E-2,-4.246949553E-1,5.028996244E-2
1.402403083E1,-8.528149873E-2,-5.701166391E-1,-1.751374304E-1
1.411901883E1,-2.460220158E-1,-4.997974634E-1,-3.628192842E-2
1.421400683E1,1.607713252E-1,-6.273403764E-2,2.938885093E-1
1.430896683E1,-2.826901712E-2,3.820638955E-1,2.189904451E-1
1.440397683E1,1.025647670E-1,5.040768981E-1,4.583597481E-1
1.449897083E1,9.476276487E-2,2.612779438E-1,3.122454584E-1
1.459395083E1,1.813633293E-1,3.128356040E-1,-2.134397477E-1
1.468894383E1,-5.211470127E-1,7.530301809E-2,-7.644790411E-1
1.478392483E1,4.663412571E-1,-2.654002309E-1,-2.607031465E-1
1.487892283E1,-7.496323586E-1,1.966405958E-1,1.906708479E-1
1.497389783E1,1.081823111E0,1.794499308E-1,4.730115831E-1
1.506889083E1,1.755429059E-1,-2.731545568E-1,-4.603995755E-2
1.516385583E1,3.104540110E-1,-4.038665593E-1,4.702962637E-1
1.525887483E1,1.568074673E-1,6.963745505E-2,3.348790109E-1
1.535386383E1,-5.819781870E-2,-1.157848611E-1,5.786382556E-1
1.544885283E1,-3.635253757E-2,3.801966906E-1,2.913576663E-1
1.554383883E1,-2.659072578E-1,3.958297074E-1,7.004026175E-1
1.563882883E1,4.495480359E-1,-6.463589519E-2,3.413227499E-1
1.573381683E1,5.472977757E-1,6.077144742E-1,7.642704993E-2
1.582880383E1,9.245754033E-2,2.981092632E-1,4.537639618E-1
1.592379183E1,1.904950105E-2,1.298303157E-1,-2.067688555E-1
1.601877983E1,6.439417005E-1,9.576018900E-2,-2.839423418E-1
1.611376583E1,-1.135657877E-1,-2.078379542E-1,3.090029955E-2
1.620875683E1,2.740513682E-1,4.786739126E-2,-1.465568095E-1
1.630374483E1,2.922219224E-2,7.637489587E-2,2.578356862E-2
1.639872883E1,6.563484669E-2,-1.712607741E-1,-5.172819272E-2
1.649368983E1,2.305065468E-2,-6.864520162E-2,5.614735186E-2
1.658370883E1,-8.589942008E-3,-8.914598823E-2,2.823484875E-2
1.667869783E1,1.268743724E-1,-1.748938113E-2,-5.708492547E-2
1.677365383E1,1.485827714E-1,5.853299052E-2,-3.915583715E-3
1.686366483E1,2.200800627E-1,1.129631475E-1,-6.205798686E-2
1.695866083E1,3.599403054E-2,-1.973392442E-2,6.000271067E-3
1.705363383E1,-3.125786548E-3,7.156937569E-2,-6.290868670E-2
1.714364083E1,1.286193579E-1,1.228136718E-1,7.979752868E-2
1.723860583E1,-4.323761910E-2,2.634343924E-3,7.122243196E-2
1.733358583E1,8.428416401E-2,7.074107230E-2,-9.192741662E-2
1.742360483E1,5.860771239E-2,4.709600471E-3,-4.289852455E-2
1.751859383E1,-5.200807750E-2,5.958550423E-2,-6.650120765E-2
1.761357283E1,8.338535577E-2,9.891865775E-3,-9.168212861E-2
1.770853883E1,4.422346503E-2,-1.351855993E-1,-5.737977847E-2
1.779854583E1,2.820281498E-2,-1.807632111E-2,-9.848257154E-2
1.788854583E1,-7.547116280E-2,-4.693273082E-2,-1.410595234E-2
1.798353483E1,1.145701557E-1,-1.277472242E-3,1.091301721E-2
1.807850883E1,9.085747413E-3,-1.922000013E-2,-1.007873341E-1
1.817350383E1,-1.069093123E-1,-2.725989521E-1,-1.317526698E-1
1.826849883E1,-7.400641590E-2,-1.904470921E-1,-1.584076881E-1
1.836347983E1,-9.425295889E-2,-2.054054737E-1,-1.468211859E-1
1.845844683E1,9.754750878E-2,-5.944927409E-2,-1.125919893E-1
1.855344383E1,2.038621716E-2,-1.005467176E-1,-1.632021666E-1
1.864344883E1,-2.759050578E-2,-9.746829420E-2,-1.476820409E-1
1.873829788E1,-2.475902066E-2,-1.153373346E-1,-8.792727441E-2
1.883327487E1,2.788110264E-2,-6.476804614E-2,-3.437832370E-2
1.892825088E1,7.349792868E-2,-2.939431742E-2,-3.409152478E-2
1.902323987E1,-4.863953963E-2,-5.233874917E-2,-4.684672132E-2
1.911325088E1,1.949335635E-2,-5.850356072E-2,-5.471064150E-2
1.920822387E1,-6.915235519E-2,-6.289304793E-2,-1.222282444E-4
1.930320988E1,-1.094971299E-1,-7.373776287E-2,-4.714792594E-3
1.939820188E1,-4.062829167E-2,-3.605175018E-2,1.495045889E-2
1.948820388E1,-4.484418780E-3,4.562666174E-3,-8.575664251E-4
1.958319287E1,-4.722835869E-2,-4.135393724E-2,4.368921369E-2
1.967816288E1,-9.896375984E-2,-5.029290542E-2,-4.693450872E-3
1.977316788E1,-5.575851351E-2,1.215109485E-3,2.852688730E-2
1.986815488E1,-1.229194365E-2,-3.687333688E-2,6.317383796E-2
1.996314687E1,-1.214814279E-2,-6.251449138E-2,5.369114876E-2
2.005813088E1,-1.719393022E-2,-8.931092173E-2,2.711877599E-2
2.015312188E1,-6.060518697E-2,-1.013052762E-1,5.457438994E-3
2.024811087E1,2.697253413E-2,-1.437603235E-1,-2.871761285E-2
2.034309888E1,-1.961694285E-2,-2.122132033E-1,-2.887677401E-2
2.043808688E1,1.092064311E-3,-4.676638171E-2,-1.975348964E-2
2.053307588E1,1.583222859E-2,2.151988447E-2,-2.840933390E-2
2.062804887E1,4.859098047E-2,2.169878036E-2,-2.524191048E-3
2.071804888E1,8.459588140E-2,4.535451159E-2,8.368482813E-3
2.081303888E1,5.278585479E-2,1.642797329E-2,7.121202536E-3
2.090802888E1,-1.161780804E-1,-8.440154791E-2,3.151885048E-2
2.100298987E1,-1.536637992E-1,-9.610466659E-2,7.382783294E-2
2.109798588E1,1.054030806E-1,-6.460662931E-3,9.398547560E-2
2.118799288E1,-5.414827168E-2,-1.665684208E-2,1.031991541E-1
2.128298288E1,-1.390028652E-2,2.665482834E-2,-3.935350478E-2
2.137795487E1,1.018202081E-1,9.430183470E-2,-3.960869461E-2
2.147295388E1,-9.875892848E-2,-1.761331260E-1,1.820378006E-2
2.156794488E1,1.099954993E-1,-6.688541174E-2,-7.083448768E-2
2.166291087E1,1.271962821E-1,-2.416357398E-1,-2.734747343E-2
2.175789687E1,9.418706410E-3,-1.022868603E-1,-2.708278000E-1
2.185289088E1,-7.996925712E-2,-1.895629428E-2,-1.505407095E-1
2.194789888E1,1.811978035E-2,-1.442347169E-1,1.608819067E-1
2.204286988E1,-9.572459757E-2,5.127391964E-2,8.447244763E-2
2.213785588E1,3.916149214E-2,1.626583487E-1,5.970798433E-2
2.222786188E1,6.981181353E-2,1.085663065E-1,1.070858836E-1
2.232285288E1,5.006993935E-2,1.518681347E-1,2.363934182E-2
2.241784188E1,1.460710727E-2,1.807034463E-1,6.367233396E-2
2.251283187E1,-6.060504541E-2,1.435686946E-1,1.856352985E-1
2.260781787E1,4.337769002E-2,1.419384181E-1,2.175216228E-1
2.270280788E1,9.972031415E-2,2.177666277E-1,1.879174262E-1
2.279779588E1,2.025435306E-2,2.151484936E-1,1.456731111E-1
2.289278388E1,1.201438010E-1,2.266885191E-1,2.739008982E-3
2.298777288E1,9.241547436E-2,1.105611175E-1,6.259980798E-2
2.308275988E1,-5.357672274E-2,6.589956582E-2,-2.487256005E-2
2.317772788E1,1.182412207E-1,1.999707893E-2,5.893244222E-2
2.326773688E1,-3.793449141E-3,4.066326842E-2,1.403862331E-2
2.336272788E1,-3.337459639E-2,3.298240900E-2,-1.070940960E-2
2.345768988E1,-2.264294028E-2,-1.175412629E-2,-6.171006709E-3
2.354770588E1,1.044185553E-2,-4.362810776E-2,-8.935416117E-3
2.364269288E1,-4.316665605E-2,-4.575422034E-2,4.810007662E-2
2.373755096E1,3.463962302E-2,-8.600966632E-2,4.045995325E-2
2.383253896E1,1.718390733E-1,-3.223169595E-2,1.701895893E-2
2.392750796E1,4.614965245E-2,-2.797778249E-1,-1.461649090E-1
2.402250196E1,-9.992177039E-2,-1.411318481E-1,-5.311814137E-3
2.411250496E1,1.113562509E-1,-4.851902649E-2,4.803042859E-3
2.420749496E1,2.425075695E-2,-3.826900572E-2,-1.309251413E-2
2.430246096E1,5.138341337E-3,8.486466482E-3,-3.689072281E-2
2.439744296E1,1.143029798E-2,1.495313086E-2,-2.727141231E-2
2.448745896E1,-1.244383082E-1,-1.348039955E-1,-2.396170312E-4
2.458244896E1,-8.322776109E-2,-4.184295982E-2,-2.361613559E-3
2.467741196E1,3.557949141E-2,3.861298040E-2,-5.141071160E-4
2.476741296E1,3.641802818E-2,4.619480297E-2,2.716249973E-2
2.486239196E1,-3.472984582E-2,-1.990548521E-1,1.148323715E-1
2.495240496E1,5.900212750E-2,3.336986899E-2,-2.408625791E-3
2.504739396E1,5.750200897E-2,1.550099347E-2,6.476599723E-2
2.514236796E1,-3.518971382E-3,1.335506700E-2,1.217371374E-1
2.523734796E1,-2.962885797E-2,-1.569151878E-1,-2.058714256E-2
2.532735896E1,3.021201305E-2,-1.850059256E-3,2.196955495E-2
2.542234796E1,2.227196991E-1,6.918080896E-2,-1.061676815E-2
2.551730896E1,1.577557474E-1,1.998947375E-2,2.200164832E-2
2.560731796E1,-5.740305781E-2,2.937657386E-2,-8.230434358E-2
2.570228396E1,-5.038061365E-2,-5.559359491E-2,6.523800548E-3
2.579230496E1,2.016249113E-2,-1.231215149E-2,8.690214157E-2
2.588729396E1,1.952945627E-2,-3.386021033E-2,3.584864736E-2
2.598225596E1,2.112098187E-1,-5.555872805E-3,-1.042424235E-2
2.607725296E1,5.808511004E-2,-5.195927247E-2,6.449031178E-3
2.616725996E1,-1.088562459E-1,8.259595186E-2,-5.316153169E-2
2.626224896E1,2.397686541E-1,1.112968922E-1,1.076321453E-1
2.635722596E1,1.438215524E-1,6.785985827E-2,1.103324816E-2
2.645220896E1,1.838475913E-1,2.620331049E-1,-1.706526242E-2
2.654220996E1,2.359134108E-1,-6.629012525E-2,-2.060866915E-2
2.663720396E1,1.506508887E-1,-1.836582869E-1,5.364046618E-2
2.673216496E1,1.604875475E-1,-1.561298668E-1,1.424204558E-3
2.682217696E1,-8.651178330E-2,-2.551390789E-3,-2.491795644E-2
2.691715796E1,3.583558276E-2,-2.746868134E-1,8.276648074E-2
2.700715896E1,-1.738503128E-1,-1.753287911E-1,6.658082455E-2
2.710214896E1,-1.834985018E-1,-1.700016260E-1,7.392676920E-2
2.719712296E1,-1.545808744E-2,3.830248117E-2,-1.483066194E-2
2.729211096E1,2.506822646E-1,-2.643913031E-1,-2.188995779E-1
2.738709796E1,3.594241440E-1,4.202208519E-1,-1.023530662E-1
2.747710496E1,1.080892384E-1,-1.588959694E-1,-1.055874005E-1
2.757206996E1,1.925680339E-1,4.688675050E-3,-9.053432941E-2
2.766706596E1,2.476547360E-1,9.234410524E-2,-9.782959521E-2
2.776205196E1,-7.831764966E-2,1.370873600E-1,-4.562692344E-2
2.785205996E1,2.603915147E-2,-1.979928017E-1,7.492157817E-2
2.794704796E1,-1.667383909E-1,-1.374232173E-1,-5.815025046E-2
2.804203596E1,-7.962894440E-2,3.331665993E-1,-9.223520756E-2
2.813701296E1,3.649092615E-1,3.114981353E-1,-8.376006782E-2
2.822701296E1,6.975939870E-2,-1.910117269E-1,-8.983279765E-2
2.832197796E1,-4.535424709E-1,-2.319684178E-1,-2.095872611E-1
2.841199296E1,1.553671807E-1,-1.988923699E-1,-1.336936187E-2
2.850697096E1,1.434367746E-1,-1.359837353E-1,-7.337986957E-3
2.860196696E1,6.062292494E-3,-1.098127291E-1,6.201680750E-3
2.869695896E1,-1.535057127E-1,1.947129965E-1,3.227784485E-2
2.879182771E1,-7.573782653E-2,-4.421829060E-2,-3.742577508E-2
2.888679971E1,-1.943759769E-1,2.889383435E-1,-9.311577678E-2
2.898180871E1,-1.876482666E-1,-3.587542176E-1,-1.640001535E-1
2.907679471E1,-8.305497468E-2,1.745743155E-1,2.117697615E-3
2.917178871E1,-1.744496226E-1,-2.576705515E-1,2.641945891E-2
2.926677571E1,1.669935733E-1,1.146708652E-1,-2.861608863E-1
2.936176571E1,-2.782492936E-1,-5.589073151E-2,1.770076305E-1
2.945673971E1,-1.726679504E-2,6.038153544E-2,-7.778137922E-2
2.954674371E1,-1.808684878E-2,6.189949811E-2,3.513277695E-2
2.964173171E1,-1.942388266E-1,8.335456997E-2,-2.624930628E-2
2.973672171E1,-4.206832051E-1,-9.388755560E-1,9.501838684E-2
2.983171071E1,-4.529296458E-1,-4.740044177E-1,9.181559086E-2
2.992669871E1,-3.934628367E-1,-5.823361278E-1,1.492640376E-1
3.002168771E1,1.548778564E-1,3.768718839E-1,-4.760204256E-2
3.011664771E1,3.164995313E-1,3.684174418E-1,-1.877606809E-1
3.020666671E1,2.424424142E-1,-6.547631323E-2,-5.995089933E-2
3.030162671E1,2.020844072E-1,2.650731988E-2,4.051155597E-2
3.039164371E1,2.807562426E-2,1.281219721E-2,-1.005411334E-2
3.048663271E1,7.392014563E-2,1.647171229E-1,5.689183995E-2
3.058162371E1,1.851727813E-1,2.770693898E-1,-2.280316055E-1
3.067659171E1,-1.826998293E-1,2.368789464E-1,2.172214389E-1
3.076659971E1,-9.392644465E-2,3.604116440E-1,9.185459465E-2
3.086158971E1,-2.790804207E-1,3.208104968E-1,-2.369815484E-2
3.095657871E1,-2.254935801E-1,4.065724611E-1,3.079184890E-2
3.105153771E1,-3.472867310E-1,-1.740404516E-1,5.859412253E-2
3.114155371E1,-8.670693636E-2,-5.351820588E-1,-8.670197427E-2
3.123654671E1,5.376290083E-1,-1.253036618E0,-9.708271027E-1
3.133153571E1,-1.460953355E-1,-1.676408291E0,-8.071681261E-1
3.142650671E1,-1.206332631E-2,-1.909567237E0,-5.674254894E-1
3.152148671E1,9.308184683E-2,-6.804954410E-1,-3.273597956E-1
3.161150171E1,3.965776041E-2,-2.566480637E-1,-1.761258841E-1
3.170649071E1,2.799893543E-2,-2.684320807E-1,-1.761846840E-1
3.180146771E1,-9.400353581E-2,-7.309111208E-2,-4.424802028E-3
3.189644971E1,-3.551329970E-1,3.313544765E-2,-1.169873998E-1
3.198645671E1,4.215949774E-2,-9.978424013E-2,-1.479399204E-1
3.208144671E1,-1.983788759E-1,5.862332508E-2,-4.107224941E-2
3.217641571E1,-3.176923692E-1,2.142005265E-1,-2.260358781E-1
3.227141171E1,-2.748204768E-1,2.588978708E-1,-2.929251790E-1
3.236638571E1,-1.821152717E-1,1.247800350E0,-8.787341714E-1
3.246140171E1,1.585606933E-1,2.642816305E0,-1.511795282E0
3.255638271E1,-4.143268242E-2,1.367808580E0,-1.411646366E0
3.265135071E1,-5.053993464E-1,4.904808104E-1,-5.644515753E-1
3.274135671E1,-2.020963281E-1,1.663590670E0,-6.429957747E-1
3.283135971E1,-7.177411765E-2,2.851378202E0,-3.407367766E-1
3.292634571E1,3.787832260E-1,4.527990818E0,-5.509510636E-1
3.302131971E1,1.332024455E0,4.248207092E0,-7.775015235E-1
3.311631671E1,5.145792365E-1,3.017007828E0,-3.146455884E-1
3.321131371E1,7.331259251E-1,2.684876680E0,-1.024903134E-1
3.330630471E1,9.668024778E-1,3.564800978E0,4.512374401E-1
3.340129471E1,-9.296784401E-1,6.764236927E0,1.945461273E0
3.349628271E1,-1.863729119E0,1.524379477E-2,1.429823756E0
3.359127171E1,3.010391951E0,1.528542519E0,1.067424178E0
3.368626171E1,7.935280800E-1,-1.407852411E0,-7.131859660E-1
3.378110021E1,-3.066401243E0,-2.438813925E0,-5.009585023E-1
3.387606021E1,-1.277357459E0,-5.202026367E-1,2.184208632E0
3.396606021E1,4.369000494E-1,-6.358146071E-1,9.210900068E-1
3.405606821E1,2.668218613E0,6.272187829E-1,-1.240791082E0
3.415105921E1,1.376791358E0,3.248176575E0,-2.286979914E0
3.424604621E1,6.158174872E-1,1.963946968E-1,-7.840503454E-1
3.434103621E1,1.604673862E0,-3.569214344E0,1.843789935E0
3.443602621E1,1.696096063E0,2.615647949E-2,1.962478638E0
3.453100821E1,-1.706745267E0,2.267938375E0,-4.570768774E-2
3.462600321E1,-2.760768652E0,-3.516658306E0,-1.726453781E0
3.472098121E1,-3.268157244E-1,1.240670919E0,1.554829180E-1
3.481098221E1,8.484697938E-1,3.417375326E0,2.899977684E0
3.490594321E1,-1.814327717E0,-2.436992884E0,2.969871759E0
3.499595921E1,-1.632767558E0,-2.435985565E0,1.981839180E0
3.509094921E1,-1.993536204E-2,2.241858482E0,-4.954986870E-1
3.518593921E1,1.460485458E0,7.520924807E-1,-2.671539783E0
3.528091121E1,1.382054687E0,5.832661390E-1,-1.609441519E0
3.537091521E1,-4.321720004E-1,-5.683159828E-1,1.065107346E0
3.546590421E1,-6.508621573E-1,-2.081939459E0,3.113494396E0
3.556089621E1,-4.437898397E-1,-7.113118470E-2,2.168862820E0
3.565588121E1,-7.971842289E-1,-3.277809918E-1,-1.353325725E0
3.575087221E1,8.683658838E-1,1.186788797E0,-2.739487171E0
3.584586121E1,1.038951159E0,2.550086021E0,-1.017440438E0
3.594082421E1,-7.398303151E-1,-7.021502256E-1,7.208091617E-1
3.603582021E1,-9.528542757E-1,-4.938707650E-1,1.266662240E0
3.613080121E1,-8.523005992E-2,1.161345959E0,-4.289584160E-1
