"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.739601333E0,-3.542706743E-2,-6.538004279E-1,-2.332404554E-1
6.834591333E0,-4.359706044E-1,-1.281368852E0,-4.656504095E-1
6.929578333E0,-1.381191730E0,-6.633721590E-1,-7.538676858E-1
7.024533333E0,-4.234406352E-1,-1.155733317E-2,-8.278348297E-2
7.119398958E0,-7.981901169E-1,-2.907393873E-1,8.956337720E-2
7.214378958E0,2.485170215E-1,-1.794093847E-1,-5.776619315E-1
7.304388958E0,1.811788440E0,-1.021266222E0,-7.188011706E-2
7.399355958E0,7.343053222E-1,-3.118896186E-1,-5.701287463E-2
7.494337958E0,-8.417762071E-2,-6.640292406E-1,1.818179339E-1
7.589333958E0,-8.598332405E-1,2.403435260E-1,-1.443142444E-1
7.684326958E0,2.386633307E-1,-1.066513583E-1,1.214658748E-2
7.779311958E0,-1.744784601E-2,6.903863549E-1,-2.022170722E-1
7.874275958E0,-8.839436173E-1,1.163388491E0,-2.867113054E-1
7.969281958E0,1.600052357E0,-5.458291769E-1,3.226781189E-1
8.064267958E0,-3.141669035E-1,1.059303761E0,-2.085659504E-1
8.159226958E0,6.495471001E-1,-3.831353504E-3,5.024031401E-1
8.254236958E0,-9.334548712E-1,7.254309952E-2,1.038792953E-1
8.349222958E0,2.810979187E-1,-3.060192466E-1,2.498144060E-1
8.444207958E0,-2.901454270E-1,-1.650365591E-1,6.497331709E-2
8.539180958E0,-5.046719313E-1,-1.745700836E-1,2.786309458E-2
8.634176958E0,-1.937791258E-1,-4.226596560E-3,-9.244266897E-2
8.729162958E0,3.105724454E-1,-5.668905973E-1,-2.144546956E-1
8.824146958E0,-7.968832254E-1,-5.096199363E-2,-5.261453390E-1
8.919130958E0,-1.229227707E-1,-1.401994824E-1,-3.171304166E-1
9.014116958E0,-3.058676422E-1,1.067944989E-1,-2.623500526E-1
9.109072958E0,2.793404460E-1,2.043131292E-1,-1.965801567E-1
9.199086958E0,-4.888110459E-1,4.583545923E-1,-6.989433169E-1
9.294055958E0,-1.239747524E0,6.167057753E-1,-8.961728215E-1
9.384057958E0,-4.933527410E-1,1.095886976E-1,-9.543578029E-1
9.479043958E0,-9.953182340E-1,9.493946284E-2,-6.542681456E-1
9.574026958E0,-1.062346101E0,2.994948030E-1,-1.176659584E0
9.669012958E0,5.222335458E-1,-9.046399593E-2,1.338913798E0
9.763997958E0,-3.311325610E-1,-4.949193299E-1,1.864208341E0
9.858966958E0,-8.017970920E-1,-8.401047707E0,3.048177958E0
9.953964958E0,5.601699948E-1,-3.041951656E0,2.326838017E0
1.004895296E1,2.686959803E-1,-1.681141257E0,1.769011497E0
1.014393696E1,-1.421509743E0,-6.535482883E0,3.402570963E0
1.023890596E1,-3.765143871E0,-8.014510155E0,2.365010977E0
1.033388396E1,-6.843612790E-1,-1.688359499E0,-4.077999890E-1
1.042389296E1,1.051431656E0,1.936702847E0,2.018667459E0
1.051884796E1,-5.221393108E-1,-3.029302359E-1,9.912726879E-1
1.061383996E1,6.558486819E-1,-1.349055290E0,1.477242947E0
1.070384096E1,4.143289030E-1,6.985470653E-1,1.370996118E0
1.079881996E1,-5.297514200E-1,1.068873882E0,1.028372526E0
1.089378696E1,-4.835250378E-1,9.630457498E-3,9.616245627E-1
1.098877696E1,1.068979502E0,-3.628385961E-1,7.015860677E-1
1.108376596E1,2.659671009E-1,4.447194338E-1,-6.547211111E-2
1.117877096E1,-4.819365442E-1,-7.580356002E-1,-5.534437895E-1
1.127373696E1,1.706820369E0,-4.923213720E-1,-8.260884881E-1
1.136872296E1,1.221494935E-2,-3.113622069E-1,-8.361439705E-1
1.146372596E1,-3.997446060E0,-1.199970007E0,1.677894890E-1
1.155869996E1,6.358168274E-2,3.454411507E0,4.319305345E-2
1.165369696E1,2.761443615E0,3.307735443E0,4.257099330E-1
1.174867396E1,1.497835636E0,-3.120344400E0,1.997778565E-1
1.184366596E1,-6.009786725E-1,-3.038084507E0,-3.452424109E-1
1.193861896E1,-1.220010042E0,-9.619407654E-1,1.212479174E-1
1.202863696E1,1.232874513E0,3.716555119E0,1.552850306E-1
1.212348446E1,9.333068728E-1,3.038785607E-2,4.739527404E-1
1.221845646E1,-2.296199083E0,-1.453577518E0,-1.222314090E-1
1.230845846E1,-3.183822155E0,-1.166492105E0,-1.636981615E-3
1.240344646E1,-1.262373686E0,2.593858004E0,8.011395484E-2
1.249842746E1,3.028625250E-1,-1.068620458E-1,6.508151889E-1
1.259341546E1,4.531669617E-1,1.468420267E0,1.265996218E0
1.268840146E1,-7.153603435E-1,1.765711069E0,1.549072981E0
1.278336646E1,-1.317619205E0,-2.775384188E-1,1.713522196E0
1.287337046E1,-1.530423164E-1,9.072291851E-1,2.091439962E0
1.296835646E1,-3.403614461E-1,-3.206875086E0,2.508725882E0
1.306333746E1,-2.021306992E0,-4.677327156E0,3.211678743E0
1.315830546E1,-3.426836014E0,-7.620575428E-1,3.724298716E0
1.324830946E1,4.565262794E-1,3.357578278E0,3.685406923E0
1.334329646E1,4.055819988E0,3.669499159E0,4.225751877E0
1.343828246E1,4.198715210E0,-9.424031973E-1,3.601901054E0
1.353324246E1,7.727267146E-1,-4.059690952E0,1.006450415E0
1.362823946E1,-1.359253645E0,-3.608179331E0,-2.530704737E-1
1.372323646E1,-2.145694256E0,-3.773637414E-1,-7.973334193E-1
1.381822046E1,-1.753195047E0,3.923697770E-1,-1.276152968E0
1.391318346E1,-9.125615954E-1,1.856619358E0,-1.366844893E0
1.400318446E1,-1.288435459E0,5.975863934E-1,-1.364273667E0
1.409815046E1,-2.783820629E0,-7.720805407E-1,-1.509085655E0
1.418816146E1,-2.751697779E0,-1.079810619E0,-1.410619617E0
1.428313946E1,-6.417915225E-1,1.128399611E0,-1.298587322E0
1.437811846E1,2.434740067E0,2.732466459E0,-9.226971865E-1
1.447309846E1,4.266370296E0,5.307919979E0,6.032775044E-1
1.456310246E1,2.231325388E0,7.145494819E-1,1.430390000E0
1.465806146E1,9.257002175E-2,-8.650961518E-1,1.955873013E0
1.475305746E1,-4.179825306E0,-4.271408558E0,1.521699309E0
1.484805346E1,-3.743384123E0,7.162197232E-1,2.171808958E0
1.494303946E1,-2.204876661E0,9.131192565E-1,2.138432741E0
1.503802446E1,1.488970816E-1,-2.119813919E0,2.338508129E0
1.513300146E1,3.817017794E0,-1.551180243E0,1.931374550E0
1.522799446E1,4.542112827E0,-9.398403019E-2,4.685286880E-1
1.532296846E1,9.300433397E-1,1.280503869E0,-1.363438129E0
1.541796446E1,-2.953975439E0,-4.831189513E-1,-2.953235626E0
1.551294446E1,-3.692643404E0,-2.272299051E0,-2.859233856E0
1.560793346E1,-1.006410122E0,-1.415740609E0,-2.316744089E0
1.570291846E1,1.299355984E0,8.284031749E-1,-1.950547457E0
1.579790246E1,2.729920149E0,5.177415848E0,-1.148050070E0
1.589288746E1,6.477829814E-1,-9.083902836E-1,-1.125122190E0
1.598785446E1,-2.873132229E0,-3.907103777E0,-9.392290115E-1
1.607785846E1,-3.313593864E0,-4.405083656E0,3.221667111E-1
1.617284146E1,1.223977923E0,3.972407281E-1,7.095838189E-1
1.626782846E1,6.108715534E0,7.040231705E0,1.732132912E0
1.636281346E1,3.640136719E0,1.671157122E0,3.714206457E0
1.645777346E1,6.183385253E-1,4.242455587E-2,2.986290216E0
1.654778146E1,-2.516486883E0,4.410873950E-1,2.040469885E0
1.664276746E1,-3.929799557E0,1.437228322E0,1.028359652E0
1.673775246E1,-3.601379156E0,2.524183512E0,-8.681672215E-1
1.683271346E1,-3.692020893E0,-4.117718637E-1,-2.251908302E0
1.692770446E1,6.930455565E-1,-1.891808033E0,-1.967767000E0
1.701770746E1,4.149823189E0,4.773144722E-1,-2.429820776E0
1.711268246E1,3.941075563E0,4.448711872E0,-2.137495995E0
1.720753571E1,1.137395263E0,-1.851140112E-1,-2.652245045E0
1.730253371E1,1.319764853E0,-1.235666275E0,-2.284164429E0
1.739753071E1,1.073475122E0,-2.084849119E0,-1.549053669E0
1.749251171E1,5.912828445E-1,-9.530680180E-1,-7.867039442E-1
1.758748271E1,-5.233045816E-1,1.204852939E0,8.182799816E-2
1.768247171E1,-1.641288519E0,-1.103847027E0,7.890694141E-1
1.777746771E1,-1.087122202E0,-1.905649066E0,1.111672997E0
1.787245371E1,-2.704666376E0,-1.654940009E0,8.612817526E-1
1.796741471E1,-5.510327816E-1,-2.435622178E-2,1.050586224E0
1.806242171E1,1.455469608E0,7.793059349E-1,1.048976779E0
1.815740771E1,3.301326513E0,1.038118005E0,9.894432425E-1
1.825239271E1,2.067541599E0,1.089624286E0,6.933379173E-1
1.834737571E1,-9.281282425E-1,-8.300147206E-2,-1.618569940E-1
1.844236071E1,-2.795356750E0,1.158505559E0,-7.157249451E-1
1.853734771E1,-2.563105822E0,-6.758642793E-1,-8.874028921E-1
1.863232971E1,3.956964612E-1,-1.482034445E0,-5.765530467E-1
1.872731571E1,3.585493088E0,-5.887677670E-1,-4.183851182E-1
1.882230171E1,3.482508421E0,3.058126211E0,2.373633087E-1
1.891728371E1,1.094386101E0,3.438523114E-1,2.792320549E-1
1.901226871E1,1.259527542E-2,-3.094992638E-1,1.428748518E-1
1.910725471E1,-6.139398217E-1,3.669870496E-1,2.677475102E-2
1.920223371E1,-8.633015156E-1,-7.132200599E-1,-1.864559203E-1
1.929722371E1,-1.279555321E0,-5.827072263E-1,-4.752867818E-1
1.939220871E1,-1.616554499E0,-1.092271447E0,-8.673779964E-1
1.948716571E1,-3.084249735E0,-3.606778383E0,-1.126710773E0
1.957716571E1,-2.123562336E0,-1.303141832E0,-8.169154525E-1
1.967216171E1,1.942281961E0,1.654428482E0,-8.974445462E-1
1.976714771E1,1.771868348E0,3.845082283E0,-1.043017030E0
1.986210771E1,1.353844047E0,1.876845717E0,-1.238310099E0
1.995710471E1,1.532486081E0,-4.947675765E-1,-1.273052812E0
2.005209271E1,1.224270940E0,-1.332116842E0,-1.244892120E0
2.014708471E1,-2.006225735E-1,-7.238124609E-1,-1.084748864E0
2.024205971E1,-1.321732759E0,1.948253363E-1,-7.067496777E-1
2.033704271E1,-1.187167645E0,-2.638709307E0,-1.882168651E-1
2.043203771E1,3.419245481E-1,1.015924335E0,5.156759620E-1
2.052702371E1,1.084147096E0,5.623429418E-1,1.306333542E0
2.062200871E1,1.018355131E0,4.236721992E0,2.394850969E0
2.071699071E1,-8.511806130E-1,9.346921742E-2,2.794507504E0
2.081197671E1,-2.012055963E-1,6.032888964E-2,2.929579735E0
2.090696371E1,-1.516629696E0,-2.172093630E0,2.378634691E0
2.100194471E1,-2.597875357E0,-6.069911122E-1,1.680563331E0
2.109693071E1,-2.658534765E0,-5.196043849E-1,9.168558717E-1
2.119191671E1,-7.999143004E-1,2.576208591E0,2.591761351E-1
2.128688171E1,1.750140905E0,-1.981172562E-1,1.212650314E-1
2.138187871E1,3.184920073E0,1.977828622E0,-2.181541622E-1
2.147686971E1,2.474928379E0,5.251886249E-1,-5.503056645E-1
2.157184171E1,8.159233332E-1,1.718073249E0,-1.200060964E0
2.166682071E1,-2.216317892E0,-2.896006346E0,-1.882139802E0
2.175682371E1,-3.081230640E0,-3.017231941E0,-1.202534318E0
2.185180871E1,5.091383588E-3,-2.111778259E0,-5.649009347E-1
2.194676371E1,2.409203768E0,-1.285643458E0,-4.105634689E-1
2.204175971E1,2.198617935E0,5.248159409E0,2.401907295E-1
2.213661421E1,1.389958382E0,2.748507738E0,9.009892941E-1
2.223159821E1,5.920833349E-1,2.940947294E0,1.003616452E0
2.232658421E1,-1.638019323E0,-1.887326002E0,3.735126555E-1
2.242155921E1,-2.566962004E0,-3.829655409E0,2.287729234E-1
2.251655121E1,-1.597463846E0,-2.747979879E0,-1.681575328E-1
2.261151021E1,-8.701516986E-1,1.696437746E-1,-7.844945788E-1
2.270649521E1,6.136487126E-1,3.898404837E0,-1.493974566E0
2.280149921E1,7.437714934E-1,1.423446655E0,-1.977266073E0
2.289649121E1,5.785658956E-1,-5.207925439E-1,-2.289627075E0
2.299147621E1,4.035500586E-1,-2.277410269E0,-2.353530884E0
2.308646021E1,7.421079874E-1,-1.271902204E0,-2.237188578E0
2.318144421E1,-7.829363346E-1,1.035818458E0,-2.172075272E0
2.327642921E1,-1.556979299E0,-3.607373536E-1,-1.759297252E0
2.337141221E1,-3.199751973E-1,-1.702235460E0,-7.815450430E-1
2.346639921E1,1.763561249E0,2.127601624E0,2.389474660E-1
2.356138021E1,3.044094801E0,5.126564503E0,2.057493448E0
2.365636421E1,1.122337699E0,1.411459684E0,2.881107569E0
2.375134721E1,-9.375993609E-1,-3.684805036E-1,2.592056274E0
2.384633721E1,-2.161847115E0,-1.315370679E0,2.277627707E0
2.394131921E1,-1.388478637E0,1.439096481E-1,2.078730345E0
2.403628121E1,1.081485868E0,3.607110023E0,1.729958773E0
2.413126921E1,9.949517846E-1,1.116084933E0,9.123237729E-1
2.422127521E1,-3.796399117E0,-3.872980356E0,-1.362383246E0
2.431625821E1,-2.989069939E0,-6.578580141E-1,-1.550885439E0
2.441121221E1,-1.081067443E0,-2.925900221E0,-1.940730572E0
2.450620821E1,7.468682528E-1,-1.075678945E0,-2.246448278E0
2.459621121E1,1.372201681E0,4.942026138E0,-2.117498875E0
2.469119621E1,4.151060581E-1,3.211408377E0,-1.840394735E0
2.478615121E1,9.980908036E-1,1.582862139E0,-1.041226745E0
2.488114721E1,1.712435365E0,-1.454358935E0,-2.324609086E-2
2.497114821E1,1.631954789E0,-1.413443089E-1,8.497140408E-1
2.506613421E1,-7.253026962E-1,-1.083041906E0,1.616734624E0
2.516111921E1,-1.932513118E0,-6.613377929E-1,2.637248278E0
2.525608621E1,-1.404242277E0,1.440874219E0,3.413650036E0
2.534609521E1,-1.344394207E0,-4.642712474E-1,3.581566334E0
2.544107321E1,-1.257322788E0,3.060241342E-1,3.277822733E0
2.553605421E1,3.539517224E-1,6.560663581E-1,2.530727863E0
2.563102521E1,4.939170778E-1,1.609985530E-1,1.030776858E0
2.572600621E1,6.674117446E-1,2.311975956E0,-3.510697186E-2
2.581601221E1,-7.668519020E-1,4.552918971E-1,-9.274280071E-1
2.591099621E1,-1.065597653E0,-2.163414001E0,-1.462076902E0
2.600598121E1,-1.796868593E-1,-4.147247791E0,-1.518427610E0
2.610096521E1,1.680054903E0,1.879947931E-1,-1.379868269E0
2.619594921E1,2.471374989E0,2.992295504E0,-8.009004593E-1
2.629093421E1,7.507161498E-1,5.008380413E-1,-6.493155956E-1
2.638591821E1,-8.006346226E-2,1.567573667E0,-3.331303298E-1
2.648090221E1,-1.026787281E0,-1.984071374E0,-1.403258890E-1
2.657585821E1,-7.674763799E-1,1.847488761E0,1.931201220E-1
2.666587321E1,-1.041683197E0,-1.917871475E0,4.207140207E-1
2.676082521E1,-4.513178170E-1,6.181005239E-1,5.184071660E-1
2.685084121E1,-1.799463987E0,-2.701782465E0,3.880255520E-1
2.694582621E1,-2.077862501E0,-5.948842168E-1,2.098223567E-1
2.704081121E1,-7.519821525E-1,-1.110408545E0,-1.231307164E-1
2.713567208E1,3.004605055E0,3.174136162E0,-9.351693988E-1
2.723065708E1,2.413702488E0,-5.187724829E-1,-1.209387779E0
2.732564008E1,2.809858084E0,2.574176073E0,-1.401221871E0
2.742060408E1,1.184739351E0,1.283906251E-1,-1.391688585E0
2.751061008E1,-2.615969479E-1,-6.809341908E-1,-1.494588733E0
2.760559508E1,-1.472286582E-1,-1.711020023E-1,-1.346400499E0
2.770057908E1,-2.528382540E-1,-4.567148089E-1,-1.182183504E0
2.779556608E1,-4.343286157E-1,1.213436484E0,-1.048801780E0
2.789054508E1,-2.768058300E0,-2.588961840E0,-1.895942569E0
2.798553308E1,-1.434912443E0,-8.519612312E0,-2.732564449E0
2.808051608E1,3.560656011E-1,7.505387664E-1,-5.000611782E0
2.817549408E1,2.332158804E0,7.587651253E0,-6.408202648E0
2.827045608E1,-1.598235369E0,4.555282116E0,-6.496576786E0
2.836045608E1,-2.639956474E0,-2.611904621E0,-1.365183115E0
2.845545308E1,6.512559652E-1,-2.832398653E0,2.878646851E0
2.855041408E1,-1.539935708E0,-3.203731060E0,5.001140594E0
2.864539908E1,-2.827023983E0,-7.309691906E0,3.228473663E0
2.873540708E1,2.147693932E-2,7.397468090E-1,-2.031947523E-1
2.883039008E1,2.429713964E0,4.917121410E0,-2.460223675E0
2.892537008E1,5.803108215E0,5.726728439E0,-7.446042299E-1
2.902033708E1,6.487096548E-1,4.940631866E0,-1.650326103E-1
2.911034208E1,-1.305484027E-1,-2.612971067E0,-1.316457689E-1
2.920532808E1,-1.957569957E0,-2.786227465E0,-1.093950748E0
2.930031108E1,-2.810632885E-1,-1.996358514E0,-7.523287535E-1
2.939527708E1,-1.680966735E0,-8.330053091E-1,1.602602959E0
2.949028108E1,2.599656880E-1,-3.756258488E0,5.605983257E0
2.958526608E1,4.445303679E-1,7.500130653E0,3.906415462E0
2.968025108E1,2.434918642E0,-2.636358023E0,2.715248168E-1
2.977523408E1,-1.869953990E0,-2.007585764E0,-3.826726437E0
2.987021208E1,-8.100110888E-1,-2.050989866E0,-3.466214895E0
2.996520308E1,-1.963864267E-1,1.591970086E0,7.667521946E-3
3.006015408E1,1.192524433E0,-2.330576420E0,1.940972090E0
3.015017108E1,1.393035293E0,3.045637369E0,2.112202883E0
3.024515508E1,1.117701054E0,3.761439323E-1,8.620555401E-1
3.034013708E1,-1.447294354E0,-8.282328248E-1,-1.150250673E0
3.043512208E1,-2.993215322E-1,-2.076423407E0,-1.281662107E0
3.053007808E1,4.661821425E-1,-6.558710933E-1,-2.308196723E-1
3.062009208E1,1.727360487E-1,-4.820971191E-1,1.890080929E0
3.071507808E1,-1.966077238E-1,2.647920132E0,3.710903645E0
3.081006008E1,-4.503770173E-1,4.886740685E0,3.160598278E0
3.090504608E1,1.651853681E0,5.630292296E-1,1.185877919E0
3.100002908E1,6.814931035E-1,-5.658362508E-1,-1.657816648E0
3.109499408E1,-2.854633570E0,-6.497554779E0,-4.315574646E0
3.118499608E1,-1.470947862E0,-2.455111980E0,-4.107828617E0
3.127998208E1,1.111426115E0,1.805075288E0,-1.071961284E0
3.137494908E1,2.133710384E0,1.888585687E0,2.234463692E0
3.146495208E1,2.149712086E0,3.613294601E0,1.947582126E0
3.155993008E1,1.038820028E0,-1.658834219E0,7.095923424E-1
3.165491808E1,2.658222616E-1,-4.036549568E0,-9.628849030E-1
3.174990408E1,2.527633190E0,-1.233815551E0,-1.957639217E0
3.184487208E1,1.618648767E0,-3.206500039E-2,-8.852539062E-1
3.193986808E1,-4.284019947E0,3.341296673E0,-1.515933752E0
3.203482408E1,-4.774239063E0,-1.958448887E0,1.049625576E-1
3.212970121E1,-6.403052807E-1,-2.781886160E-1,1.142361403E0
3.222467721E1,1.244818687E0,-8.020675182E-1,2.155911922E0
3.231965321E1,2.964200735E0,3.138737917E0,2.750704765E0
3.240966821E1,5.311093926E-1,3.073986292E0,3.637123346E0
3.250465321E1,9.234095812E-1,5.359198570E0,4.168636799E0
3.259963421E1,-3.053701401E0,2.515899658E0,3.402580261E0
3.269459121E1,-2.539927244E0,2.234277487E0,2.623301029E0
3.278960221E1,-2.937250614E0,7.852509022E-1,1.554681540E0
3.288458921E1,-9.595193267E-1,-1.282186031E0,8.514750600E-1
3.297956521E1,3.676981688E0,6.347194314E-1,-4.969871938E-1
3.307455621E1,2.960363626E0,-1.485331178E0,-1.544601202E0
3.316954121E1,5.150364637E-1,-4.346191406E0,-2.353898525E0
3.326452621E1,-1.141026378E0,-3.604891062E0,-2.046213388E0
3.335950821E1,-2.161924124E0,-1.667088509E0,-1.105637312E0
3.345449221E1,5.616291612E-2,3.262713909E0,-1.209011555E0
3.354947721E1,3.314776719E-1,1.973992139E-1,-6.445727944E-1
3.364446021E1,1.533679366E0,-2.163321733E0,-3.097693920E-1
3.373941421E1,2.889229536E0,-3.177365780E0,2.111412026E-2
3.382942921E1,3.056220055E0,2.020602226E0,1.970041543E-1
3.392441421E1,2.087446600E-1,2.032686234E0,-6.167703867E-1
3.401939421E1,-8.635985255E-1,3.788547516E-1,-7.586589456E-1
3.411438121E1,4.984798729E-1,-3.770939350E0,1.280560941E-1
3.420936621E1,6.657543182E-1,-1.548860073E-1,-2.522862852E-1
3.430434321E1,2.974946260E0,3.230142832E0,-1.575980306E0
3.439930921E1,-8.446406722E-1,2.020011902E0,-1.132551670E0
3.448931721E1,-2.033644915E0,-2.060506821E0,1.361085922E-1
3.458430121E1,-2.162955046E0,-6.284744263E0,2.282372475E0
3.467928321E1,1.282123178E-1,3.499138832E0,4.856852293E-1
3.477426921E1,-3.124392033E-1,7.363889694E0,-1.372536540E0
3.486925421E1,1.267409325E0,1.604123950E0,-8.066047430E-1
3.496423621E1,-2.271945238E0,1.742418289E0,-2.175959110E0
3.505919121E1,-4.709261894E0,-3.620494366E0,-5.483820438E-1
3.514920421E1,5.516748905E0,-6.692076683E0,-5.519815445E0
3.524416421E1,1.245611310E0,-1.127760315E1,-9.014319420E0
3.533417421E1,-3.387230039E-1,-9.671313167E-1,-4.690263271E0
3.542913021E1,-1.234762192E0,-5.210659981E0,2.159951210E0
3.551914121E1,1.749081373E0,1.682022452E0,4.021474361E0
3.561412621E1,-2.775061131E0,6.573245525E0,3.898286104E0
3.570911121E1,-2.138099670E0,1.509214997E0,5.730061531E0
3.580406921E1,-5.353690624E0,9.631605744E-1,-1.147839427E0
3.589905821E1,3.938353777E0,1.384411049E1,9.104167819E-1
3.598906221E1,-1.693369150E0,-3.923651695E0,9.222384095E-1
3.608401921E1,-4.416132927E0,-3.388515234E0,-4.432411194E-1
3.617403121E1,2.019359112E0,-2.989718914E-1,-1.341796637E0
3.626898321E1,7.833903432E-1,3.375462294E0,3.825286627E-1
3.635899621E1,1.192335129E0,-3.190267980E-1,1.113702416E0
3.645398221E1,7.071675658E-1,2.047360659E0,1.548427790E-1
3.654896621E1,7.094144225E-1,1.685871929E-1,4.193208367E-2
3.664394321E1,6.037607789E-2,2.853336036E-1,-2.575277388E-1
3.673890921E1,1.053648233E0,1.455040574E0,-1.331085920E0
3.682891721E1,9.578760862E-1,-8.009223640E-2,1.081812978E0
3.692389321E1,-9.660710692E-1,-1.917731166E-1,4.092079103E-1
3.701888221E1,-1.496165842E-1,-1.682546586E-1,1.471585482E-1
3.711384721E1,3.286662698E-1,-4.203385413E-1,-1.488969326E-1
3.720870733E1,-5.133360997E-2,-3.151740134E-1,-1.464493573E-1
3.730367833E1,-1.218233466E0,3.042201102E-1,-6.636500359E-1
