"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.803055333E0,5.762416992E0,9.761650543E0,8.236023102E0
5.904287333E0,2.805166626E0,3.160527649E0,7.353458405E0
6.005492333E0,1.798959045E0,3.629801788E0,1.119971008E0
6.106674333E0,1.444047089E0,8.238268433E0,1.179996185E0
6.207868333E0,1.722318420E0,1.048734146E1,5.128784637E0
6.309089333E0,1.205143890E0,9.641151123E0,5.096601562E0
6.410263333E0,2.551294556E0,8.719367981E0,6.256539459E0
6.511499333E0,3.435954895E0,9.120533752E0,8.908424835E0
6.612686333E0,2.282004547E0,8.494086456E0,4.862638092E0
6.713906333E0,4.530329132E0,9.080417175E0,2.362686768E0
6.815110333E0,2.717149658E0,5.789510651E0,3.044219513E0
6.916299333E0,2.732417908E0,3.281176758E0,6.919959869E0
7.017523333E0,-3.318598938E-1,4.231101379E0,1.009380981E1
7.118758333E0,4.913083191E0,1.043435165E1,5.687722321E0
7.219847958E0,3.421285400E0,7.381300507E0,1.214125214E1
7.321066958E0,2.984793091E0,3.952979736E0,4.412973175E0
7.422259958E0,1.143921204E0,7.427853699E0,8.973838806E-1
7.523475958E0,1.935624847E0,8.061635742E0,1.876647491E0
7.624682958E0,1.399739227E0,9.565857697E0,4.659959564E0
7.725871958E0,2.157164154E0,8.908574524E0,4.894521790E0
7.827127958E0,2.854114838E0,1.074300980E1,6.250701599E0
7.928323958E0,1.870210876E0,9.625433807E0,8.851992188E0
8.029560958E0,3.338208160E0,5.480253754E0,6.419999542E0
8.130774958E0,2.162403259E0,5.642815704E0,3.802692261E0
8.231985958E0,2.924468536E0,7.535030823E0,2.291584625E0
8.333191958E0,1.910177765E0,8.728049927E0,6.619085541E0
8.434404958E0,2.584525452E0,8.193511505E0,5.223387909E0
8.535640958E0,3.204835510E0,9.118138733E0,6.455326080E0
8.636853958E0,2.948269043E0,8.191565552E0,6.375841370E0
8.738051958E0,3.672463074E0,5.484145660E0,4.146976318E0
8.839269958E0,2.607577515E0,7.524851990E0,5.781726837E0
8.940481958E0,1.719923401E0,7.333849182E0,6.064488831E0
9.041677958E0,1.350791016E0,8.803193665E0,6.567143555E0
9.142910958E0,1.172811127E0,7.387587433E0,5.774242401E0
9.244123958E0,1.292861481E0,7.104675751E0,6.349047089E0
9.345338958E0,3.755690002E-1,7.969577179E0,9.050778809E0
9.446572958E0,-8.442443848E-1,5.049299927E0,7.184908905E0
9.547775958E0,1.419947205E0,3.524271240E0,7.787256317E0
9.649033958E0,-3.687431946E0,6.284381561E0,9.527088318E0
9.750238958E0,-2.062411194E0,3.633843384E0,8.819958801E0
9.851444958E0,2.734064484E0,3.688330078E0,1.077983322E1
9.952646958E0,8.476572876E0,2.311942291E0,1.654659119E0
1.005385196E1,5.802832947E0,2.511776733E-1,5.116360474E-1
1.015508996E1,2.659070435E0,1.134939880E0,-3.676354980E-1
1.025630796E1,-4.236190796E-1,-4.348756714E0,-1.124850861E1
1.035753796E1,1.096918945E0,2.365081787E-2,-1.006985962E1
1.045874896E1,1.597328339E0,-4.166585541E0,-1.137634277E1
1.055996096E1,1.274898834E0,-3.846551056E0,-1.066068100E1
1.066117996E1,2.362088013E-1,-4.133354645E0,-1.012434631E1
1.076239396E1,4.909790039E-1,-4.223167877E0,-9.216633911E0
1.086360796E1,1.279239807E0,-3.039878540E0,-9.328301697E0
1.096483896E1,1.012045441E0,-3.020718384E0,-9.156758423E0
1.106604696E1,2.029779053E-1,-5.756130066E0,-9.614805908E0
1.116725696E1,1.602268066E0,-3.303031311E0,-9.477241974E0
1.126846596E1,6.747967529E-1,-2.624342651E0,-9.372459869E0
1.136967796E1,1.195264435E0,-8.510701904E0,-9.811646576E0
1.147089196E1,5.444178772E-1,-4.818330231E0,-9.716743927E0
1.157211696E1,-4.635859680E-1,-1.461560669E0,-7.081174622E0
1.167331896E1,2.120490417E0,-3.306923218E0,-9.147926788E0
1.177454896E1,1.345252533E0,-2.747985535E0,-8.025261383E0
1.187575396E1,1.260379028E0,-2.453697510E0,-7.564369812E0
1.197694996E1,-3.588038635E-1,-2.849175110E0,-1.009126511E1
1.207817996E1,1.568887482E0,-3.292403412E0,-8.437354431E0
1.217927346E1,1.804347839E0,-3.809877319E0,-8.868757324E0
1.228046946E1,1.778751068E0,-2.036964111E0,-1.057505905E1
1.238170146E1,8.800199890E-1,-6.245013428E-1,-1.067759583E1
1.248289646E1,2.675985260E0,-2.905458069E-1,-1.159833115E1
1.258412446E1,1.384321289E0,3.318598938E-1,-9.225465546E0
1.268534146E1,1.475182343E0,-4.120930481E-1,-6.596632233E0
1.278654246E1,1.394350433E0,-2.674937439E-1,-7.337741089E0
1.288776046E1,1.319955139E0,8.726852417E-2,-8.467890930E0
1.298897146E1,3.410058746E0,-7.159611511E-1,-1.076800781E1
1.309018646E1,2.248474274E0,-9.521699524E-1,-1.586011871E1
1.319140846E1,1.210682373E0,-8.637039185E-1,-1.335193451E1
1.329262946E1,3.438349915E-1,7.140151978E-2,-9.930050354E0
1.339385546E1,3.187471619E0,-9.732760620E-1,-1.263058456E1
1.349503846E1,3.330574036E0,-1.363364868E0,-1.051533325E1
1.359626246E1,1.687740326E0,-2.130070496E-1,-8.366102600E0
1.369746846E1,1.362915802E0,1.302291870E-2,-8.740773468E0
1.379866246E1,1.641336823E0,-3.490740967E-1,-8.531957703E0
1.389985446E1,1.855092316E0,-3.885919189E-1,-1.224723175E1
1.400108046E1,2.243534546E0,-7.298822021E-1,-1.113908615E1
1.410227646E1,2.595452728E0,-1.208287354E0,-1.139475449E1
1.420347346E1,1.870061188E0,-6.018983459E-1,-1.168634811E1
1.430466946E1,1.105151825E0,-4.249662781E-1,-8.022117920E0
1.440587946E1,6.697073364E-1,3.893403625E-1,-1.194650711E1
1.450709546E1,3.617976379E0,1.342707825E-1,-1.138083344E1
1.460831446E1,1.791474609E0,4.644841003E-1,-6.807843018E0
1.470951646E1,2.759661255E0,-5.560935974E-1,-6.975494385E0
1.481075546E1,1.458117828E0,2.856060791E-1,-1.338830887E1
1.491196946E1,2.649789734E0,-1.168320465E0,-1.373154510E1
1.501319046E1,1.773062897E0,-4.840933228E-1,-8.256081390E0
1.511439146E1,1.251846771E0,1.992356873E-1,-9.126521301E0
1.521558946E1,3.182382202E0,6.044430542E-1,-1.400308044E1
1.531684746E1,1.977837067E0,2.906954956E-1,-8.301437073E0
1.541807546E1,3.083587646E0,-2.471360779E-1,-8.588090973E0
1.551926946E1,1.795516205E0,2.055226135E-1,-1.063388672E1
1.562051246E1,1.480720825E0,-1.613644409E-1,-8.024512939E0
1.572172246E1,7.265890503E-1,5.228627014E-1,-1.119252502E1
1.582295946E1,4.333338776E0,8.741821289E-2,-1.547556839E1
1.592414646E1,2.851869507E0,-2.213896179E-1,-7.992928619E0
1.602539946E1,2.855911102E0,-6.405180359E-1,-1.164847687E1
1.612660946E1,2.888992310E-1,5.074447632E-2,-8.824898529E0
1.622781146E1,-5.182223511E-1,8.039781189E-1,-9.201365662E0
1.632902246E1,4.387526093E0,3.689826965E-1,-1.383198624E1
1.643027046E1,1.895208893E0,1.975891113E-2,-7.460186462E0
1.653146246E1,9.824070740E-1,-5.565426636E-1,-4.125121765E0
1.663271446E1,1.388362885E0,-3.568579102E-1,-9.544003143E0
1.673393046E1,3.971541138E0,-1.637594604E0,-1.485376144E1
1.683515746E1,3.342249756E0,-9.375004578E-1,-1.418719757E1
1.693636946E1,1.322350159E0,-1.960922241E-2,-9.037007446E0
1.703757346E1,6.183641052E-1,8.641529846E-1,-1.177855637E1
1.713866071E1,2.988086243E0,-2.936892700E-1,-9.540709991E0
1.723990071E1,2.027533722E0,5.822891235E-2,-8.536598053E0
1.734111371E1,2.049238586E0,3.215313721E-1,-9.053622894E0
1.744235771E1,1.582509155E0,2.335144043E-1,-7.759713593E0
1.754356771E1,1.697320404E0,2.649490356E-1,-9.404792633E0
1.764480071E1,3.524420929E0,-2.516267395E-1,-1.258073822E1
1.774600771E1,2.713706818E0,-6.144721985E-1,-1.165386566E1
1.784720271E1,2.164648590E0,-1.187630310E0,-9.923314362E0
1.794841371E1,1.061891785E0,5.748046875E-2,-8.905880127E0
1.804963371E1,1.641037445E0,-3.011737061E-1,-7.804021454E0
1.815083471E1,1.421893158E0,1.134640503E-1,-1.059257263E1
1.825205471E1,2.691403198E0,-2.377056885E-1,-8.775950317E0
1.835325971E1,1.923500061E0,-1.555265808E-1,-8.120463409E0
1.845448671E1,2.737507324E0,-8.803193665E-1,-1.125120300E1
1.855572471E1,2.441572723E0,-8.948391724E-1,-1.295765442E1
1.865692471E1,2.080523529E0,-4.710704041E-1,-1.012255005E1
1.875814671E1,1.474583588E0,3.245251465E-1,-1.259600647E1
1.885933471E1,2.933599548E0,8.143066406E-2,-1.031924103E1
1.896054371E1,1.883533173E0,3.323089600E-2,-7.263196106E0
1.906174771E1,1.663041687E0,-7.349716187E-2,-7.814499664E0
1.916294471E1,1.874252472E0,-3.603007507E-1,-7.934999084E0
1.926415671E1,2.220033417E0,-3.893403625E-1,-1.037776932E1
1.936537471E1,3.223396912E0,-7.547305298E-1,-1.386910904E1
1.946656971E1,2.702480164E0,-7.688012695E-1,-1.023810974E1
1.956778271E1,1.003513184E0,-1.438508606E-1,-8.821455688E0
1.966898671E1,9.548643494E-1,2.154020691E-1,-8.416847076E0
1.977018971E1,1.848955078E0,-6.747967529E-1,-1.046443909E1
1.987139271E1,1.907483368E0,-8.060737610E-1,-8.663983154E0
1.997263071E1,2.247875519E0,-5.394781494E-1,-9.236542511E0
2.007383771E1,1.852098541E0,-1.948947144E-1,-8.617130585E0
2.017506771E1,2.463726654E0,-1.853146362E-1,-1.196072754E1
2.027629271E1,2.453847198E0,-6.623725891E-1,-8.788524170E0
2.037751971E1,1.539698181E0,-3.366499329E-1,-1.205054077E1
2.047871871E1,2.077380066E0,-3.650907898E-1,-9.221124573E0
2.057993071E1,1.131347351E0,3.701802063E-1,-1.018826340E1
2.068114171E1,2.712808685E0,-3.415896606E-1,-8.650960236E0
2.078234171E1,1.297801208E0,-1.145118713E-1,-8.121660919E0
2.088355071E1,2.649041290E0,-7.370672607E-1,-9.710007935E0
2.098477571E1,1.983525238E0,-4.569996643E-1,-1.197075668E1
2.108596571E1,1.938917999E0,-6.451583862E-1,-9.199270020E0
2.118718671E1,1.521436157E0,-7.857160950E-1,-1.171359146E1
2.128840171E1,2.016307068E0,-6.813830566E-1,-9.454339600E0
2.138961971E1,1.422491913E0,-3.234773254E-1,-9.470356293E0
2.149083171E1,2.057471466E0,-3.224295044E-1,-8.356522522E0
2.159203371E1,1.780846710E0,-3.936813354E-1,-6.428382111E0
2.169325471E1,3.029699707E0,-4.572990417E-1,-9.782008209E0
2.179446871E1,2.322869568E0,-4.519102478E-1,-1.505135056E1
2.189567771E1,2.259700928E0,-3.808081055E-1,-1.136870865E1
2.199687571E1,1.093775482E0,3.164419556E-1,-1.161105469E1
2.209808871E1,2.448458405E0,4.068539429E-1,-9.575437775E0
2.219915521E1,1.644330597E0,3.335064697E-1,-8.753946075E0
2.230034321E1,2.414628754E0,-6.863227844E-1,-6.056255951E0
2.240158921E1,2.280058594E0,-5.057981873E-1,-1.197928894E1
2.250281521E1,2.340083771E0,-6.032455444E-1,-1.024499542E1
2.260402921E1,1.416204987E0,-2.884501648E-1,-1.233884125E1
2.270522921E1,1.471739502E0,-5.655239868E-1,-9.545050964E0
2.280645721E1,1.939816132E0,-1.251996460E0,-8.316555634E0
2.290767721E1,1.406774597E0,-7.388635254E-1,-5.562732239E0
2.300888821E1,1.107397156E0,-4.105961609E-1,-6.472540283E0
2.311011121E1,1.582658844E0,-4.640350342E-1,-9.967322845E0
2.321131221E1,3.176095276E0,-1.241518250E0,-1.348351089E1
2.331253021E1,3.092419281E0,-1.148711243E0,-1.370534958E1
2.341373821E1,2.024839325E0,-4.123924255E-1,-1.305629929E1
2.351493421E1,1.277144165E0,8.111631775E-1,-1.299687286E1
2.361612821E1,3.506757660E0,6.825805664E-1,-1.198228271E1
2.371735521E1,2.289788361E0,3.799099731E-1,-8.268954620E0
2.381859521E1,2.078278198E0,4.490661621E-2,-8.690328369E0
2.391981221E1,1.091979218E0,-7.858657837E-2,-7.451354828E0
2.402102021E1,9.241781616E-1,-1.420545959E-1,-1.053778656E1
2.412224221E1,2.846181335E0,-1.395847321E0,-8.787027283E0
2.422343821E1,2.522554321E0,-1.055155792E0,-8.230334930E0
2.432462521E1,1.375789032E0,-6.355783081E-1,-1.018062927E1
2.442582021E1,2.045945435E0,-6.821315002E-1,-8.718918915E0
2.452703221E1,6.878196716E-1,5.269042969E-2,-9.548793182E0
2.462824721E1,2.369871826E0,-6.942562866E-1,-1.329280746E1
2.472945821E1,2.628683624E0,-4.891827393E-1,-1.203242844E1
2.483064521E1,2.592159576E0,9.430389404E-3,-9.005722504E0
2.493187221E1,1.580413513E0,5.198689270E-1,-8.355025635E0
2.503307621E1,2.140997772E0,1.100212097E-1,-7.582781525E0
2.513427821E1,2.050585785E0,2.859054565E-2,-9.988578644E0
2.523548221E1,2.262095947E0,-4.613406372E-1,-1.339085358E1
2.533667921E1,1.690285034E0,-6.180647278E-1,-8.671018524E0
2.543790321E1,1.249900818E0,-4.724176025E-1,-8.382268982E0
2.553911221E1,2.284549255E0,-6.954537964E-1,-1.108205475E1
2.564032621E1,1.616488495E0,-3.673361206E-1,-8.780890045E0
2.574153321E1,1.102607117E0,-5.833369446E-1,-6.183341675E0
2.584275221E1,2.597398682E0,-1.321452026E0,-8.173453217E0
2.594397221E1,2.250270538E0,-9.954299927E-1,-1.296184570E1
2.604517521E1,1.831291809E0,-5.704637146E-1,-1.283266434E1
2.614642221E1,7.276368713E-1,2.769241333E-1,-9.361083527E0
2.624761221E1,2.270328827E0,-3.353027344E-1,-7.393724670E0
2.634883721E1,2.190694427E0,-5.987548828E-2,-1.189546326E1
2.645001321E1,2.281256104E0,-4.578977966E-1,-7.310946808E0
2.655124421E1,1.602717133E0,-2.338137817E-1,-1.240455460E1
2.665246021E1,2.495011597E0,-8.574169922E-1,-9.441915436E0
2.675367121E1,1.822759552E0,-9.059161377E-1,-9.738299103E0
2.685486621E1,2.044448547E0,-1.191222839E0,-8.696465607E0
2.695611121E1,1.560355225E0,-1.102906494E0,-7.210954742E0
2.705733421E1,1.949246521E0,-7.954458618E-1,-8.828341370E0
2.715842808E1,2.052681427E0,-3.189866638E-1,-1.956251953E1
2.725963908E1,3.478915558E0,-7.346722412E-1,-1.529339722E1
2.736085908E1,2.218386841E0,-1.077758789E-2,-9.843679962E0
2.746207808E1,1.869612122E0,-3.858975220E-1,-6.569987640E0
2.756327208E1,1.308578796E0,-4.281097412E-1,-7.275320892E0
2.766449808E1,1.669478302E0,-1.240769806E0,-8.471034393E0
2.776572908E1,2.035018158E0,-2.202669525E0,-1.185564606E1
2.786694908E1,2.801125031E0,-4.232897644E0,-9.978699188E0
2.796816608E1,6.153703308E-1,-1.710942078E-1,-8.379574585E0
2.806934508E1,-7.852670288E-1,8.692424011E-1,-7.188800812E0
2.817059608E1,4.583468628E-1,2.083517303E0,-9.540260925E0
2.827181808E1,4.019890594E0,6.524931335E-1,-1.261636414E1
2.837302308E1,3.183729401E0,9.279203796E-1,-1.153411469E1
2.847422008E1,8.294252014E-1,-2.644999695E-1,-7.802674255E0
2.857542808E1,3.309767303E0,8.876541138E-1,-9.138047333E0
2.867665608E1,9.999206543E-2,2.013013916E0,-9.587861938E0
2.877786908E1,2.939886475E-1,1.723066864E0,-8.535400543E0
2.887906808E1,2.681074677E0,4.432133331E0,-1.383138748E1
2.898029308E1,2.672093353E0,-4.332440643E0,-1.487381973E1
2.908150408E1,1.635049896E0,-3.011287994E0,-3.820355530E0
2.918271608E1,8.613088989E-1,-1.652862854E0,-5.637277222E0
2.928391408E1,1.548829193E0,1.237027588E0,-9.445807343E0
2.938513808E1,3.158581696E0,3.865262146E0,-9.467961273E0
2.948634208E1,1.581910400E0,3.645668793E0,-1.523202484E1
2.958754408E1,-2.272274780E-1,-2.501298523E0,-1.212568451E1
2.968872908E1,1.831441498E0,-3.234024811E0,-4.830455017E0
2.978997508E1,6.192622375E-1,-2.720742188E0,-8.808432770E0
2.989119508E1,1.861528931E0,2.643053741E0,-1.190639053E1
2.999241708E1,2.940634918E0,5.394781494E0,-8.017178192E0
3.009360608E1,1.906435547E0,3.997586975E0,-1.140897491E1
3.019480708E1,1.892963562E0,-9.313632202E-1,-9.591155090E0
3.029603808E1,1.676064606E0,-3.943549347E0,-8.928632812E0
3.039724408E1,1.325792999E0,-1.543290710E0,-7.670050049E0
3.049845208E1,1.408570862E0,2.501298523E-1,-9.067394257E0
3.059966808E1,2.170336761E0,1.394649811E0,-9.647587738E0
3.070088608E1,1.528172150E0,7.327262878E-1,-1.189142166E1
3.080210608E1,1.102906494E0,-1.133143616E0,-9.569599915E0
3.090329908E1,1.497336273E0,-1.264869690E0,-7.682025146E0
3.100453208E1,1.368903351E0,-3.388952637E0,-5.962101746E0
3.110576108E1,1.939217377E0,-2.574795685E0,-9.385782166E0
3.120696708E1,2.601589966E-1,2.093546448E0,-1.227672043E1
3.130816808E1,2.492616577E0,2.822081451E0,-1.018242554E1
3.140938908E1,7.155120850E-1,-2.575843506E0,-1.251502487E1
3.151061008E1,1.038839722E0,-4.983137512E0,-5.781726837E0
3.161185008E1,7.096742249E-1,-5.931116180E0,-6.886130219E0
3.171306408E1,-2.682421875E-1,-4.589755554E0,-9.525292053E0
3.181433208E1,9.991722107E-1,-6.331683197E0,-9.282047882E0
3.191556408E1,1.683998108E-1,-7.017407227E0,-5.979016571E0
3.201680508E1,1.145118713E0,-4.196074219E0,-7.859555969E0
3.211803308E1,-2.597099304E-1,-2.129771118E0,-6.906188507E0
3.221913921E1,9.897418213E-1,-3.500171356E0,-7.956404572E0
3.232036421E1,4.460723877E-2,-4.287683716E0,-1.143921204E1
3.242159521E1,2.779569855E0,-7.753127289E0,-1.587523727E1
3.252280421E1,1.203497314E-1,-3.846401367E0,-8.557704163E0
3.262405221E1,1.079704742E0,-3.802841949E0,-6.963070221E0
3.272529221E1,3.076103210E-1,-3.655847626E0,-6.889872437E0
3.282651921E1,1.383872223E0,-4.563709717E0,-7.245981903E0
3.292774821E1,1.877096558E-1,-4.169429626E0,-1.033899994E1
3.302899521E1,1.263372803E0,-4.853956146E0,-8.866811371E0
3.313023021E1,2.308050385E0,-6.673123169E0,-1.188558380E1
3.323146321E1,9.674382019E-1,-3.327580261E0,-7.279212799E0
3.333267621E1,4.813989258E-1,-3.618425446E0,-8.283773804E0
3.343393721E1,-1.190025330E-1,-3.647764435E0,-8.870104523E0
3.353517721E1,1.273551636E0,-4.496050415E0,-7.949967957E0
3.363640421E1,1.443448334E0,-4.925657043E0,-9.207652588E0
3.373761821E1,3.444337463E-1,-4.577930145E0,-1.269315445E1
3.383885421E1,6.965016174E-1,-4.822521515E0,-6.316265259E0
3.394006421E1,-1.619482269E0,-7.047644348E0,-4.155508575E0
3.404130221E1,8.981323242E-2,-7.871231689E0,-4.649780731E0
3.414252521E1,-1.375789032E0,-7.901468811E0,-5.516478424E0
3.424374421E1,-1.690883789E0,-6.498436432E0,-6.969955902E0
3.434494821E1,-7.146139526E-1,-9.658664703E0,-4.774770813E0
3.444617521E1,-8.190966797E-1,-9.694889374E0,-3.934118958E0
3.454740221E1,-4.610412598E-1,-1.062295944E1,-3.869453430E0
3.464855721E1,-2.570305023E0,-9.643695831E0,-8.449928284E0
3.474977021E1,-4.007616119E0,-1.360715378E1,-7.264393616E0
3.485098821E1,-8.014334106E-1,-1.036878799E1,-5.242248688E0
3.495221221E1,-1.520837402E-1,-7.682623901E0,-2.532134399E0
3.505343521E1,-1.005908203E-1,-6.188730469E0,-2.890788574E0
3.515464921E1,-2.215542755E0,-2.058668976E0,-1.112845825E1
3.525585221E1,-5.370831299E0,-6.547983398E0,-1.863983826E1
3.535710821E1,2.279310150E0,-5.739963684E0,-6.701264648E0
3.545833421E1,-1.905387726E0,-9.696535950E0,-8.771759033E0
3.555955321E1,-1.344204712E0,-6.235133972E0,-5.474415894E0
3.566078321E1,-4.158352661E-1,-1.584006042E0,-4.866080933E0
3.576198721E1,4.408033447E0,-1.547631683E0,-1.283191589E1
3.586324921E1,-9.141490173E-1,6.738836517E0,-4.097728729E0
3.596446821E1,5.170248413E0,5.544769592E0,6.744375000E0
3.606570421E1,-4.297862549E0,-1.429377594E0,-2.094908615E1
3.616692421E1,8.417894897E0,7.728578339E0,-6.586902466E0
3.626813721E1,4.071233826E0,2.330204315E0,-8.991801453E0
3.636933621E1,6.571783905E0,3.125500488E0,-8.724008331E0
3.647056421E1,5.898484039E0,3.415746918E0,-4.578678589E0
3.657176821E1,6.714586945E0,2.214195557E0,-5.539380798E0
3.667300721E1,6.328839111E0,3.724255371E-1,-8.338709564E0
3.677420921E1,7.683971100E0,3.073708191E0,-5.320386200E0
3.687540521E1,7.257657623E0,1.487456818E0,-5.278323669E0
3.697664121E1,7.607180786E0,-3.951782227E-2,-8.013286285E0
3.707783821E1,6.040538635E0,-1.485810242E0,-6.705605621E0
3.717888533E1,6.576573944E0,1.103205872E-1,-7.734416199E0
3.728010533E1,6.610403595E0,1.483265533E0,-7.766449585E0
3.738130833E1,6.240223389E0,-9.229806519E-1,-7.926915894E0
3.748249833E1,6.557713165E0,2.340832214E0,-6.385720825E0
3.758371033E1,5.776637421E0,7.346722412E-1,-7.263196106E0
3.768491833E1,7.296277313E0,3.540587311E0,-6.041287079E0
3.778612733E1,5.951922913E0,1.748214569E0,-7.394473114E0
3.788733233E1,6.533463593E0,1.835782471E0,-6.434968414E0
3.798852533E1,7.028633881E0,2.719694366E0,-6.699618073E0
3.808974133E1,6.807693329E0,2.749033356E0,-7.143894196E0
3.819094633E1,5.636977844E0,1.603764954E0,-5.843248901E0
3.829216433E1,6.884184265E0,2.762205963E0,-6.871610413E0
3.839337233E1,6.423292694E0,1.719923401E0,-6.799011383E0
3.849458733E1,6.938820648E0,2.819686432E0,-6.491700439E0
3.859578233E1,6.863826599E0,1.036295013E0,-7.650740204E0
3.869698733E1,6.208938446E0,3.023113403E0,-5.893095245E0
3.879817633E1,7.411537628E0,1.549727325E0,-8.053402863E0
3.889940233E1,5.976322174E0,4.715194702E-1,-6.278992767E0
3.900060433E1,5.970184937E0,1.072070618E0,-7.069947968E0
3.910179833E1,6.234086151E0,-7.708969116E-1,-7.240144043E0
3.920300033E1,5.829178162E0,-3.097059631E-1,-6.857689362E0
3.930419633E1,6.536008301E0,7.460485840E-1,-7.081923065E0
3.940539433E1,8.226892090E0,2.691403198E-1,-8.347391510E0
3.950659633E1,5.720504150E0,1.021176453E0,-6.630312195E0
3.960775933E1,6.783144379E0,2.232307892E0,-7.366331635E0
3.970897833E1,7.766449585E0,1.564696198E0,-7.468868408E0
3.981017433E1,6.488107910E0,1.813179474E0,-6.721921692E0
3.991135133E1,7.210206299E0,2.116448822E0,-7.014263763E0
4.001257433E1,6.107000427E0,1.591340790E0,-6.776109009E0
4.011376733E1,6.740632782E0,2.463427277E0,-6.599925385E0
4.021496333E1,6.969506836E0,2.716550903E0,-6.829398193E0
4.031616833E1,7.836204529E0,3.151097260E0,-7.103777618E0
4.041737333E1,6.553372192E0,2.710862732E0,-6.512656860E0
4.051858933E1,6.735393677E0,3.337609406E0,-6.487359467E0
4.061980733E1,6.536157990E0,3.231031036E0,-6.059100037E0
4.072101833E1,7.087910614E0,3.620970154E0,-6.732100525E0
4.082222033E1,6.193370819E0,3.306025085E0,-5.961502991E0
4.092342933E1,6.278843079E0,1.882635040E0,-6.730753326E0
4.102463833E1,6.788084106E0,3.362607422E0,-5.992189178E0
4.112585233E1,6.076763306E0,2.974763947E0,-6.040838013E0
4.122704533E1,6.659800873E0,3.039878540E0,-6.988068237E0
4.132826133E1,7.357799377E0,3.016078033E0,-6.911128235E0
