"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.282638458E0,3.778143311E-1,4.647834778E-1,1.011222153E1
4.383841458E0,1.140927429E0,-9.610015869E-2,8.750952301E0
4.485049458E0,1.763333130E-1,4.502636719E-1,1.079495178E1
4.586254458E0,1.320254517E-1,-5.828878784E-1,1.037627243E1
4.687448458E0,-8.367599487E-2,-4.914280701E-1,1.036190231E1
4.788656458E0,1.141825562E0,-2.095642090E-3,1.015248779E1
4.889842458E0,9.370513916E-1,-7.095245361E-2,8.611442413E0
4.991049458E0,1.002764740E0,-1.233435059E-1,8.705147552E0
5.092264458E0,3.571572876E-1,5.390290833E-1,1.003707779E1
5.193441458E0,2.625540161E-1,-1.987866211E-1,1.115689911E1
5.294674458E0,3.517684937E-2,5.066963196E-1,1.031115784E1
5.395891458E0,-7.225474548E-1,-3.695814514E-1,1.035082535E1
5.497101458E0,-1.660047913E-1,-1.193019104E-1,1.029035110E1
5.598321458E0,5.845344543E-1,-3.186872864E-1,9.586215363E0
5.699528458E0,1.630708923E0,1.200503540E-1,9.465566254E0
5.800727458E0,1.682800598E0,1.089733887E-1,9.506880341E0
5.901947458E0,2.002386017E0,-8.442443848E-2,9.541458435E0
6.003138458E0,1.864971771E0,-1.146615601E-1,1.017479141E1
6.104369458E0,1.480571136E0,3.682342529E-2,1.022673340E1
6.205565458E0,1.149160309E0,8.268804932E-1,9.849517822E0
6.306783458E0,1.348695374E-1,8.976832581E-1,1.012928604E1
6.407986458E0,-2.862048340E-1,3.570075989E-1,9.644593964E0
6.509175458E0,-1.854643250E0,6.572831726E-1,9.843081207E0
6.610300458E0,-2.326013031E0,-5.239105225E-2,8.884324951E0
6.711497458E0,-2.310744781E0,-3.730242920E-1,9.107361145E0
6.812709458E0,-2.397564240E0,4.475692749E-2,9.126521301E0
6.913947458E0,-2.286195831E0,-3.493734741E-1,9.533524933E0
7.015132458E0,-2.011517029E0,-5.691165161E-1,9.779463501E0
7.116366458E0,-1.830543365E0,-5.227130127E-1,9.837393036E0
7.217547458E0,-1.640139313E0,-6.113287354E-1,9.860594788E0
7.318758458E0,-1.386716309E0,-3.601510620E-1,9.880353699E0
7.419947458E0,-1.350341949E0,-3.844006348E-1,9.422306213E0
7.521173458E0,-1.769320679E0,7.304809570E-2,9.442813568E0
7.622379458E0,-1.835782471E0,4.080514526E-1,1.025218048E1
7.723592458E0,-2.048789520E0,8.937913513E-1,9.992470551E0
7.824798458E0,-1.821711731E0,8.502319336E-1,9.522447968E0
7.925999458E0,-1.633253632E0,7.640112305E-1,9.823621674E0
8.027215458E0,-1.623074799E0,2.824626160E-1,9.236991577E0
8.128435458E0,-1.564097443E0,-4.864883423E-2,9.294472046E0
8.229656458E0,-1.297052765E0,-1.221459961E-1,9.268575897E0
8.330864458E0,-1.420246582E0,-2.830613708E-1,9.680070190E0
8.432063458E0,-1.757195892E0,-4.376898193E-1,9.984686737E0
8.533268458E0,-1.568438416E0,-3.951782227E-2,1.022508682E1
8.634467458E0,-8.684939575E-1,-3.125500488E-1,1.010683273E1
8.735548333E0,-5.912704468E-1,7.379653931E-2,9.766290894E0
8.836743333E0,-1.302142181E0,2.082170105E-1,9.646988983E0
8.937960333E0,-8.258326721E-1,-4.269122314E-1,9.713151398E0
9.039172333E0,-6.825805664E-1,2.170486450E-2,9.934840393E0
9.140380333E0,-8.916957092E-1,8.681945801E-2,1.021924896E1
9.241563333E0,-1.174308014E0,6.888674927E-1,9.231004028E0
9.342811333E0,-9.114546204E-1,1.002914429E-2,9.536518707E0
9.444032333E0,-1.012344818E0,-1.933978271E-1,1.006985962E1
9.545249333E0,-9.294172668E-1,1.589694214E-1,1.005878265E1
9.646440333E0,-9.653425598E-1,1.016386414E-1,9.919572144E0
9.747648333E0,-6.994953918E-1,5.777984619E-2,9.801916809E0
9.848873333E0,-1.075363770E0,3.100053406E-1,9.404193878E0
9.950089333E0,-1.197210388E0,-7.589218140E-2,9.962233429E0
1.005128633E1,-1.328936462E0,1.544787598E-1,9.474248199E0
1.015251333E1,-1.223106537E0,1.901046753E-2,9.718689880E0
1.025372833E1,-1.596430206E0,1.231938171E-1,9.859696655E0
1.035494433E1,-1.658101959E0,1.182540894E-1,9.743238831E0
1.045613233E1,-1.759740601E0,5.792953491E-2,9.379944305E0
1.055733433E1,-1.800156555E0,-5.140310669E-1,9.038504333E0
1.065856333E1,-2.085612946E0,1.766326904E-2,9.164093170E0
1.075977533E1,-9.166937256E-1,-5.204676819E-1,9.558522949E0
1.086097833E1,-1.893712006E0,-7.475454712E-1,8.875643005E0
1.096219133E1,-1.710493011E0,-5.245092773E-1,1.016955231E1
1.106338733E1,-2.185305634E0,5.493576050E-2,8.634943542E0
1.116460133E1,-1.993105316E0,-9.071136475E-2,7.931256866E0
1.126579433E1,-1.739083557E0,1.448986816E-1,8.022566986E0
1.136701733E1,-6.294410706E-1,4.694238281E-1,8.678502960E0
1.146822333E1,-1.990859985E0,1.052461395E0,9.536668396E0
1.156942633E1,-1.657802582E0,1.095122681E0,8.819210358E0
1.167061733E1,-1.161285095E0,8.265811157E-1,9.216334534E0
1.177185733E1,-1.050814819E0,1.443747711E0,1.056502991E1
1.187304933E1,-2.043400726E0,1.052760773E0,1.094089828E1
1.197426633E1,-2.031425629E0,1.511107635E0,1.121198456E1
1.207547933E1,-3.204685822E0,1.121467896E0,1.124311981E1
1.217665933E1,-3.425626373E0,6.975494385E-1,1.150552414E1
1.227790133E1,-2.916984100E0,8.223898315E-1,1.024709106E1
1.237911333E1,-2.053729248E0,1.745520172E0,8.897946625E0
1.248029233E1,-2.231260071E0,1.925595703E0,8.444389801E0
1.258152633E1,-2.272723846E0,1.546134796E0,8.849896545E0
1.268271433E1,-2.923720093E0,1.908231812E0,9.674531708E0
1.278393033E1,-2.851420441E0,1.675316162E0,9.435628510E0
1.288511833E1,-2.052681427E0,1.351090393E0,9.241332550E0
1.298633333E1,-2.420167236E0,1.996398468E0,9.303453369E0
1.308752733E1,-2.263293457E0,1.730251923E0,9.419462128E0
1.318869733E1,-2.615061951E0,9.954299927E-1,9.552535400E0
1.328990233E1,-2.340981903E0,1.124461670E0,9.511670380E0
1.339109933E1,-2.277214508E0,1.854792938E0,9.513316956E0
1.349231833E1,-2.565664673E0,1.763931885E0,9.248218231E0
1.359353133E1,-2.510579224E0,1.737436981E0,9.618997192E0
1.369473033E1,-2.590812378E0,9.857002258E-1,1.139984390E1
1.379582083E1,-1.641187134E0,1.930984497E0,1.237686218E1
1.389702083E1,-2.045646057E0,1.716630249E0,1.279120056E1
1.399823683E1,-6.884184265E-1,1.706301727E0,1.071591614E1
1.409944283E1,-1.603166199E-1,1.614542542E0,1.090018295E1
1.420065883E1,4.041595459E-1,1.849404144E0,7.864346008E0
1.430185583E1,-5.733078003E-1,1.012793884E0,7.757168884E0
1.440310783E1,-3.183879089E-1,1.230740662E0,7.188351746E0
1.450431683E1,2.275268555E-2,2.453248444E0,7.715106354E0
1.460553183E1,-5.598358154E-1,3.081042938E0,7.351512451E0
1.470674183E1,-1.619182892E0,1.314716034E0,7.474107513E0
1.480792683E1,-2.221081238E0,1.277593231E0,9.419312439E0
1.490915383E1,-3.018023987E0,2.201771393E0,9.579329681E0
1.501037183E1,-3.983815613E0,2.427352295E0,9.910740509E0
1.511157483E1,-1.944157104E0,2.019600220E0,9.900711365E0
1.521275683E1,-9.033714294E-1,2.586920471E0,9.358538818E0
1.531396483E1,-1.676513672E0,2.811902618E0,9.387728119E0
1.541516883E1,-5.722599792E-1,3.117716675E0,9.080566864E0
1.551636383E1,-1.278491364E0,3.309018860E0,9.069938965E0
1.561753083E1,-6.007008362E-1,2.448009338E0,1.018062927E1
1.571873383E1,-5.548960876E-1,3.329975281E0,9.143136749E0
1.581993683E1,-1.948797455E0,3.163820801E0,9.136849823E0
1.592111983E1,-1.975891113E0,3.165167999E0,9.027876434E0
1.602228483E1,-1.917063446E0,3.488345947E0,8.241561584E0
1.612349283E1,-1.605411530E0,4.128564606E0,8.872349854E0
1.622466483E1,-8.286767578E-1,4.928501129E0,8.055648193E0
1.632588883E1,-1.522783356E0,4.913083191E0,9.001082153E0
1.642707083E1,-1.055904236E0,4.528981934E0,8.447682953E0
1.652828183E1,-9.696835327E-1,4.406835938E0,8.501720581E0
1.662947683E1,-9.842033386E-1,4.643044739E0,9.073232117E0
1.673067483E1,-1.011895752E0,4.559817810E0,8.687933350E0
1.683185583E1,-7.493417358E-1,4.653972015E0,8.565787354E0
1.693307583E1,-1.246457977E0,4.713697815E0,8.437504120E0
1.703424783E1,-1.168619843E0,4.803810425E0,8.400231628E0
1.713545183E1,-1.456620941E0,4.968318329E0,8.313412170E0
1.723664083E1,-8.144563293E-1,4.803361359E0,8.197852478E0
1.733783683E1,-1.122066650E0,4.834646301E0,8.621920624E0
1.743903183E1,-1.528920593E0,4.852010193E0,8.425379333E0
1.754021983E1,-1.198108521E0,4.885540466E0,8.495283966E0
1.764142483E1,-1.387315063E0,5.029690704E0,8.486901398E0
1.774261583E1,-1.133143616E0,4.882696381E0,8.356073456E0
1.784378783E1,-1.526226196E0,5.207820282E0,8.042475586E0
1.794499783E1,-1.256636810E0,4.918022919E0,8.588689728E0
1.804614983E1,-7.457492065E-1,4.965773621E0,8.252339172E0
1.814736583E1,-1.082848206E0,4.996010742E0,8.352929993E0
1.824855183E1,-1.128652954E0,4.760700073E0,8.550519104E0
1.834973083E1,-7.797285461E-1,4.926704865E0,8.088729401E0
1.845090483E1,-7.786807251E-1,4.739294586E0,8.677155762E0
1.855209683E1,-8.243357849E-1,4.779560852E0,8.537496185E0
1.865329483E1,-9.336085510E-1,4.793930969E0,8.529712372E0
1.875436888E1,-9.834548950E-1,4.785249023E0,8.453221436E0
1.885554188E1,-8.390052795E-1,4.796924744E0,8.669222260E0
1.895674388E1,-4.486170959E-1,4.803960114E0,8.399333496E0
1.905793387E1,-4.709207153E-1,4.679868164E0,8.713679810E0
1.915911087E1,-6.858737183E-1,4.710853729E0,8.419541473E0
1.926029888E1,-5.616320801E-1,4.684059448E0,8.445886688E0
1.936151688E1,-5.641767883E-1,4.621190186E0,8.736133118E0
1.946270487E1,-5.616320801E-1,4.470902710E0,8.804989929E0
1.956390788E1,-4.019142151E-1,4.514761505E0,8.616831207E0
1.966508788E1,-2.197430420E-1,4.405937805E0,8.510402527E0
1.976626588E1,-3.760180664E-1,4.407734070E0,8.854836273E0
1.986749688E1,-1.052311707E-1,4.394112396E0,8.755442963E0
1.996869388E1,-6.735992432E-2,4.307143250E0,8.883875885E0
2.006987388E1,-1.646575928E-3,4.225263519E0,8.732540588E0
2.017108487E1,1.053808594E-1,4.161496124E0,8.916508026E0
2.027224888E1,2.920426941E-1,4.079017639E0,9.106463013E0
2.037347688E1,4.366419983E-1,4.220473480E0,8.629854126E0
2.047465788E1,4.459226990E-1,4.224964142E0,8.890013123E0
2.057586787E1,4.137396240E-1,4.231101379E0,8.805588684E0
2.067705287E1,4.087998962E-1,4.265679474E0,8.871302032E0
2.077822587E1,3.779640198E-1,4.337829437E0,8.770411835E0
2.087938188E1,2.472857666E-1,4.425846405E0,8.782237244E0
2.098060188E1,2.101629639E-1,4.321663055E0,8.816815338E0
2.108177488E1,4.128414917E-1,4.045786743E0,9.018595734E0
2.118299888E1,7.319778442E-1,4.424948273E0,8.607550507E0
2.128417288E1,1.015338593E0,4.228856049E0,8.782087555E0
2.138540487E1,7.963439941E-1,4.405937805E0,8.594527588E0
2.148661888E1,1.073717194E0,4.583019562E0,8.615484009E0
2.158780987E1,1.034498749E0,4.510719910E0,8.916657715E0
2.168900687E1,1.133293304E0,4.072581024E0,8.614136810E0
2.179022687E1,6.409671021E-1,4.552183685E0,8.019124146E0
2.189142387E1,4.667294312E-1,4.584366760E0,8.904682617E0
2.199263688E1,5.513035583E-1,4.073329468E0,8.723259888E0
2.209383588E1,5.426216125E-1,4.091292114E0,9.060658264E0
2.219502887E1,7.307803345E-1,4.271966400E0,8.844208374E0
2.229625388E1,8.143066406E-1,4.181853790E0,8.625064087E0
2.239745688E1,3.652404785E-2,4.554578705E0,8.664132843E0
2.249864788E1,1.562750244E-1,4.593048706E0,8.868308258E0
2.259986988E1,4.267625427E-1,4.507576447E0,8.692573700E0
2.270107188E1,5.099894714E-1,4.342020721E0,8.738378448E0
2.280228988E1,2.308200073E-1,4.326303406E0,8.765921173E0
2.290347888E1,1.886077881E-1,4.545148315E0,8.619375916E0
2.300471388E1,-2.035766602E-2,4.541256409E0,8.357121277E0
2.310594888E1,-1.800755310E-1,4.729415131E0,8.811875610E0
2.320715888E1,-1.167572021E-1,4.638554077E0,8.434510345E0
2.330833687E1,-2.525248718E-1,4.412374420E0,8.590935059E0
2.340955488E1,-1.008901978E-1,4.474046173E0,8.708889771E0
2.351075988E1,-1.586700439E-1,4.591402130E0,8.690627747E0
2.361195588E1,-3.629951477E-1,4.709805908E0,8.593180389E0
2.371302096E1,-1.149609375E-1,4.529880066E0,8.835676117E0
2.381424796E1,1.046324158E-1,4.428241425E0,8.686137085E0
2.391544396E1,-2.104623413E-1,4.528682556E0,8.939111023E0
2.401666996E1,2.278262329E-1,4.697980499E0,8.432863770E0
2.411787396E1,-1.362167358E-2,4.763394470E0,8.711584167E0
2.421907696E1,2.932402039E-1,4.756209412E0,8.573122101E0
2.432026696E1,1.357676697E-1,4.864733734E0,8.419840851E0
2.442145696E1,2.164498901E-1,4.680616608E0,8.605754242E0
2.452263896E1,2.369572449E-1,4.641847229E0,8.820407867E0
2.462383896E1,2.698887634E-1,4.639901276E0,8.607849884E0
2.472503496E1,4.834945679E-1,4.627028046E0,8.671467590E0
2.482623696E1,-4.016148376E-1,4.321962433E0,8.974587250E0
2.492742596E1,2.728825378E-1,4.385131073E0,8.676706696E0
2.502863196E1,3.375480652E-1,4.226011963E0,8.741671600E0
2.512982896E1,2.649490356E-1,4.672234039E0,8.532855835E0
2.523103096E1,5.496569824E-1,4.353696442E0,8.740174713E0
2.533222396E1,5.566923523E-1,4.664150848E0,8.970096588E0
2.543341896E1,6.506968689E-1,4.351900177E0,8.729397125E0
2.553461496E1,7.388635254E-1,4.877307587E0,8.350984039E0
2.563578196E1,4.318519592E-1,4.797822876E0,8.566984863E0
2.573701396E1,4.622387695E-1,4.792134705E0,8.556955719E0
2.583822596E1,1.192719727E0,4.786895599E0,8.164322205E0
2.593941196E1,5.864804077E-1,4.916526031E0,8.779542847E0
2.604062696E1,4.686753845E-1,4.924160156E0,8.431666260E0
2.614183896E1,9.253756714E-1,4.937033386E0,8.191715240E0
2.624305096E1,5.969586182E-1,4.958438873E0,8.632847900E0
2.634425196E1,6.141728210E-1,5.113217010E0,8.511300659E0
2.644544496E1,3.882925415E-1,4.961282959E0,8.333919525E0
2.654662396E1,4.179309082E-1,5.354814606E0,8.124055939E0
2.664784396E1,4.779560852E-1,5.671406250E0,7.957751770E0
2.674904296E1,8.973838806E-1,6.026767273E0,7.380102997E0
2.685022796E1,4.978646851E-1,5.396727448E0,7.526498566E0
2.695145596E1,8.080197144E-1,5.949976959E0,7.866291962E0
2.705266196E1,1.245709534E0,5.500012665E0,8.234975281E0
2.715386696E1,1.440604248E0,5.482648773E0,7.849826202E0
2.725507496E1,1.407223663E0,6.142925720E0,9.355694733E0
2.735630096E1,9.702822876E-1,5.445825348E0,7.490722961E0
2.745752196E1,6.658154297E-1,5.748645630E0,7.801626434E0
2.755873096E1,8.155041504E-1,6.277795258E0,7.516170044E0
2.765991996E1,7.472460938E-1,6.076014862E0,7.605683899E0
2.776116196E1,4.773573303E-1,5.947132874E0,6.957531738E0
2.786236796E1,1.692979431E-1,6.480174408E0,7.833061066E0
2.796356896E1,8.928932190E-1,6.448440399E0,7.297923889E0
2.806476596E1,5.924679565E-1,5.853727112E0,7.203170929E0
2.816596696E1,-7.888595581E-2,7.065157928E0,8.052504730E0
2.826716696E1,1.781295776E-1,6.246660004E0,7.133565674E0
2.836835196E1,4.665797424E-1,6.307733002E0,7.852520599E0
2.846952096E1,2.948867798E-1,6.642436981E0,7.076384583E0
2.857071696E1,1.999841309E-1,6.350094910E0,7.071444855E0
2.867189396E1,4.984634399E-1,6.831493835E0,7.349865875E0
2.877298271E1,2.311193848E-1,6.577472076E0,7.408094788E0
2.887415871E1,2.712359619E-1,6.646179199E0,6.899452515E0
2.897536071E1,1.880090332E-1,6.677464142E0,7.427554321E0
2.907655871E1,2.745291138E-1,5.826932831E0,7.729027405E0
2.917776371E1,6.379733276E-1,5.867199097E0,7.802524567E0
2.927893671E1,3.350033569E-1,6.524182892E0,7.539072418E0
2.938015471E1,-2.926414490E-1,6.118227081E0,7.436835022E0
2.948132371E1,2.754272461E-1,6.007158051E0,8.187074890E0
2.958254071E1,6.870712280E-2,5.954467621E0,7.201524353E0
2.968374371E1,-2.930905151E-1,6.100414124E0,7.807015228E0
2.978491771E1,1.197060699E0,5.634433136E0,7.933202820E0
2.988612771E1,2.041305084E0,5.208419037E0,8.006550293E0
2.998732271E1,2.536774750E0,4.794829102E0,8.205636292E0
3.008851471E1,1.836081848E0,5.069358215E0,8.406668243E0
3.018974771E1,1.382375336E0,5.873036957E0,8.062833252E0
3.029095471E1,1.877695312E0,5.062023468E0,8.258925476E0
3.039215671E1,1.619033203E0,5.233566742E0,8.472381592E0
3.049336071E1,2.082619171E0,5.267246704E0,7.939789124E0
3.059457871E1,1.038989410E0,6.021827545E0,8.013286285E0
3.069580471E1,1.000519409E0,4.992418213E0,8.263116760E0
3.079700971E1,1.285077667E0,5.098996582E0,8.089328156E0
3.089818271E1,5.159770203E-1,5.121449890E0,8.330027618E0
3.099941571E1,-6.541397095E-2,5.581892395E0,8.113727417E0
3.110061371E1,8.017327881E-1,4.967869263E0,8.475075989E0
3.120183371E1,2.118245087E0,4.341272278E0,9.351952515E0
3.130302271E1,2.444865875E0,5.230273590E0,8.448581085E0
3.140422871E1,2.625839539E0,4.434079285E0,9.474397888E0
3.150541971E1,3.366199951E0,4.828059998E0,7.296277313E0
3.160662071E1,3.837869110E0,5.458698578E0,6.661148071E0
3.170780771E1,3.992796936E0,5.677693176E0,6.719975739E0
3.180903571E1,3.993246002E0,5.754932556E0,6.458469543E0
3.191022571E1,4.085005188E0,5.379812622E0,7.257208557E0
3.201145371E1,3.626957703E0,5.563330994E0,7.076983337E0
3.211263571E1,3.884122925E0,5.007087708E0,6.810537415E0
3.221385271E1,3.982767792E0,4.908293152E0,7.377857666E0
3.231506971E1,3.747606812E0,5.050347748E0,7.714357910E0
3.241626471E1,1.824106750E0,4.454287262E0,8.018375702E0
3.251745871E1,-7.756869507E-1,4.824168091E0,7.775879974E0
3.261866571E1,-3.463497620E0,5.699547729E0,6.954388275E0
3.271986171E1,-3.898493042E0,4.664749603E0,7.854466553E0
3.282105571E1,-5.978417816E0,4.997208252E0,7.005731506E0
3.292222971E1,-8.460855560E0,4.172124023E0,5.525459747E0
3.302343871E1,-7.969577179E0,2.793790283E0,1.491498413E0
3.312465271E1,-1.019739441E1,3.376378784E0,-2.974913635E0
3.322585171E1,-8.238418121E0,3.029400330E0,-5.225483551E0
3.332703971E1,-3.786825256E0,1.363065491E0,-7.433392181E0
3.342822771E1,1.914967804E0,2.979104919E0,-8.385262756E0
3.352941071E1,1.835034027E0,6.364015961E0,-1.139789795E1
3.363059571E1,1.732946320E0,7.325765991E-1,-8.542585602E0
3.373163221E1,3.469485168E0,2.023941193E0,-7.393724670E0
3.383283221E1,1.485959930E0,6.099366302E0,-8.282127228E0
3.393404821E1,1.299597473E0,2.854414215E0,-7.982300720E0
3.403524421E1,6.845265198E-1,2.426454163E0,-1.071217392E1
3.413643121E1,2.500550079E0,2.975512390E0,-1.180011154E1
3.423765321E1,3.083887024E0,3.705544281E0,-7.576644287E0
3.433886321E1,1.742676086E0,1.021775208E0,-8.770561523E0
3.444005121E1,-3.826043701E-1,-2.286644897E0,-9.129814453E0
3.454126921E1,2.615511017E0,-2.461032257E0,-9.713151398E0
3.464247621E1,1.525328064E0,1.990410919E0,-9.306596832E0
3.474369321E1,-1.460961914E-1,4.189338226E0,-1.088042404E1
3.484490421E1,3.567830658E0,2.437231750E0,-8.197553101E0
3.494611121E1,2.281106415E0,1.653760986E0,-9.056766357E0
3.504733521E1,-1.736389160E-2,2.414479065E0,-9.800419922E0
3.514853921E1,1.886227570E0,3.232078857E0,-8.142018585E0
3.524971321E1,1.904489594E0,2.532284088E0,-9.886940002E0
3.535093921E1,2.841840363E0,1.301693115E0,-8.946894836E0
3.545212621E1,1.519639893E0,1.303639069E0,-8.973838806E0
3.555336521E1,1.207987976E0,1.205892334E0,-9.998607788E0
3.565458121E1,2.054178314E0,1.927242279E0,-9.617649994E0
3.575578321E1,8.250842285E-1,2.774480438E0,-1.038809784E1
3.585699621E1,2.608625336E0,1.526226196E0,-9.058263245E0
3.595820021E1,2.723286896E0,9.443861389E-1,-1.009515701E1
3.605942621E1,1.143172760E0,2.013163605E0,-9.984986115E0
3.616063721E1,2.168540497E0,3.451073456E0,-9.048084412E0
3.626186221E1,2.051783295E0,4.822820892E0,-7.458240509E0
3.636307721E1,3.000809784E0,6.395001526E0,-7.702831879E0
3.646429421E1,3.208577728E0,4.033811646E0,-6.462960205E0
3.656549921E1,1.712139587E0,2.483784943E0,-1.013272888E1
3.666673521E1,2.237097931E0,3.469634857E0,-7.496411133E0
3.676795921E1,1.394051056E0,5.898783417E0,-8.311316528E0
3.686915821E1,6.465055847E-1,4.865482178E0,-9.373507690E0
3.697038121E1,4.804858246E0,3.097209320E0,-7.352410583E0
3.707160821E1,2.502046967E0,4.010759583E0,-1.011790970E1
3.717281321E1,2.244282990E0,5.188211060E0,-8.603957977E0
3.727402621E1,1.880240021E0,3.571423187E0,-8.975186005E0
3.737524021E1,2.043550415E0,1.584155731E0,-1.014829651E1
3.747645521E1,2.453847198E0,2.011517029E0,-8.273145905E0
3.757767821E1,2.076332245E0,4.298910370E0,-8.048463135E0
3.767887921E1,2.805915070E0,5.657634888E0,-8.004754028E0
3.778009321E1,2.136058044E0,3.523522797E0,-9.291178894E0
3.788129721E1,1.286275177E0,1.399589539E-1,-1.015667908E1
3.798252221E1,1.174008636E0,-1.787283325E0,-9.336833954E0
3.808373821E1,1.970801697E0,-3.538641357E-1,-1.045650558E1
3.818494321E1,2.806663513E0,5.379363556E0,-1.056323364E1
3.828615121E1,2.697540436E0,7.858059082E0,-4.808001709E0
3.838735121E1,1.727557526E0,3.796555023E0,-7.079078979E0
3.848857321E1,-2.516267395E-1,-2.466870117E0,-1.243718674E1
3.858978421E1,2.107617188E0,-2.858006744E0,-8.639134827E0
3.869098921E1,2.073338470E0,1.418300629E0,-1.047012726E1
3.879210013E1,7.165599060E-1,3.538791046E0,-7.766000519E0
3.889330813E1,2.800975342E0,3.347189484E0,-7.225474548E0
3.899453213E1,3.147205353E0,1.548679504E0,-8.219856720E0
3.909576612E1,1.876647491E0,3.873045959E0,-1.155222702E1
3.919694412E1,1.792522430E0,6.320606232E0,-7.139104156E0
3.929818113E1,3.359014893E-1,5.585784302E0,-9.157806244E0
3.939938012E1,3.438649292E0,3.854484558E0,-1.286320084E1
3.950059413E1,2.626737671E0,2.767894135E0,-1.005204666E1
3.960178213E1,8.948391724E-1,2.801873474E0,-7.006929016E0
3.970295613E1,2.788551178E0,3.109633484E0,-3.964356079E0
3.980415713E1,2.726430359E0,3.958967285E0,-6.586603088E0
3.990536013E1,1.397044830E0,3.921994171E0,-1.318548065E1
4.000656312E1,2.184257812E0,2.042053528E0,-1.017134857E1
4.010775212E1,2.169887695E0,3.564836884E0,-1.167452271E1
4.020891012E1,5.281018066E-1,3.742068329E0,-1.152992340E1
4.031010113E1,2.872376862E0,1.957329712E0,-7.911048889E0
4.041131812E1,2.087558899E0,1.484762421E0,-6.784042511E0
4.051251112E1,1.700314178E0,2.583178253E0,-5.749394073E0
4.061369313E1,1.996548157E0,3.620221710E0,-7.349416809E0
4.071489113E1,1.738933868E0,1.548080750E0,-1.224558517E1
4.081608112E1,2.413431244E0,-1.115031281E0,-1.210667404E1
4.091728013E1,-8.283773804E-1,-1.293609924E0,-1.394036087E1
4.101844613E1,2.815195770E0,9.541159058E-1,-1.190399551E1
4.111962112E1,1.333576813E0,1.385818176E0,-7.995173950E0
4.122081913E1,1.845811615E0,1.606010284E0,-5.990093536E0
4.132201113E1,2.394271088E0,1.889071655E0,-7.025490417E0
4.142319812E1,2.833008728E0,3.013233948E0,-7.457042999E0
4.152440113E1,2.278711395E0,5.338049469E0,-9.317075043E0
4.162558412E1,-1.484912109E-1,5.031936035E0,-9.973909149E0
4.172678713E1,2.637215881E0,5.424569550E0,-1.090018295E1
4.182799712E1,2.998564453E0,2.654879150E0,-1.069361252E1
4.192920212E1,2.472258911E0,2.569107513E0,-7.716004486E0
4.203039613E1,1.134790192E0,2.822380829E0,-7.347919922E0
