"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.495250792E0,8.437953186E-1,8.653504944E-1,9.846524048E0
4.596423792E0,7.911048889E-1,9.129515076E-1,9.773625641E0
4.697591792E0,6.923103333E-1,7.908055115E-1,9.900861053E0
4.798732792E0,9.220825195E-1,4.183799744E-1,9.876611481E0
4.899913792E0,9.142987061E-1,5.388793945E-1,1.004650818E1
5.001077792E0,1.082099762E0,6.253994751E-1,9.818981323E0
5.102231792E0,7.716453552E-1,4.239184570E-1,1.000070343E1
5.203384792E0,9.599537659E-1,6.884184265E-1,9.227860565E0
5.304568792E0,9.901908875E-1,6.548881531E-1,9.676327972E0
5.405741792E0,1.107397156E0,3.279679871E-1,9.943821716E0
5.506909792E0,7.206015015E-1,4.885839844E-1,1.007719437E1
5.608069792E0,9.306147766E-1,6.605763245E-1,1.011880783E1
5.709243792E0,7.979905701E-1,4.929249573E-1,9.438771973E0
5.810412792E0,1.370849304E0,-6.915618896E-2,8.741521912E0
5.911583792E0,7.857160950E-1,7.439529419E-1,9.911938019E0
6.012745792E0,6.382727051E-1,9.407936096E-1,1.021386017E1
6.113922792E0,5.173242188E-1,6.747967529E-1,9.230854340E0
6.215087792E0,-1.839674377E-1,-1.803749084E-1,1.009605515E1
6.316269792E0,-3.763174438E-1,7.188052368E-1,1.040935364E1
6.417452792E0,-8.003855896E-1,-1.059796143E0,9.996362457E0
6.518625792E0,1.486708374E0,-1.817520447E0,1.033420990E1
6.619820792E0,-3.623963928E-1,-6.376739502E-2,7.668702850E0
6.721000792E0,-4.406835938E-1,4.876858521E-1,5.289700012E0
6.822162792E0,2.384541321E-1,1.638343048E0,7.606731720E0
6.923372792E0,3.997586975E0,2.935545502E0,1.049228119E1
7.024554792E0,5.204227753E0,2.475252686E0,1.062625259E1
7.125726792E0,5.538033600E0,3.020718384E0,9.002728729E0
7.226903792E0,5.286107483E0,-5.014572144E-2,5.901477814E0
7.328097792E0,8.562344513E0,1.359922028E0,9.387129364E0
7.429290792E0,6.667584686E0,2.380200348E0,7.789651337E0
7.530476792E0,6.398144989E0,1.210233307E0,6.806346130E0
7.631641792E0,6.231391754E0,1.362616425E0,7.706574097E0
7.732853792E0,5.654491425E0,2.031725006E0,7.023843842E0
7.834038792E0,6.444997559E0,1.441352692E0,6.432872772E0
7.935250792E0,7.504194946E0,1.547631683E0,7.164401550E0
8.036445792E0,7.134164429E0,1.440454559E0,7.689509583E0
8.137622792E0,5.748945007E0,4.887336731E-1,8.117918701E0
8.238824792E0,4.468358002E0,5.715115356E-1,8.331973572E0
8.340000792E0,4.145928497E0,5.852828979E-1,8.937614136E0
8.441152792E0,3.466341705E0,1.378782806E0,8.907676392E0
8.542356792E0,4.723577271E0,1.715133362E0,8.063881073E0
8.643550792E0,5.987099762E0,1.260528717E0,7.627388763E0
8.744752792E0,5.966293030E0,1.997745667E0,8.233628082E0
8.845943792E0,5.415588226E0,1.490600281E0,8.379574585E0
8.947134792E0,4.453838196E0,6.785389709E-1,7.988737335E0
9.048207292E0,4.930746460E0,1.331630859E0,7.257507935E0
9.149406292E0,6.099366302E0,1.511257324E0,7.288343811E0
9.250591292E0,6.914870453E0,2.017055511E0,8.274642792E0
9.351803292E0,6.195616150E0,6.490502930E-1,7.887398071E0
9.452985292E0,5.433850250E0,1.848655701E-1,8.140821075E0
9.554191292E0,4.552483063E0,3.019221497E-1,8.732091522E0
9.655369292E0,3.988156586E0,6.656657410E-1,8.946894836E0
9.756538292E0,4.522395630E0,6.262976074E-1,8.408614197E0
9.857768292E0,5.091661835E0,1.083147583E0,8.034841461E0
9.958935292E0,5.535638580E0,1.265618134E0,8.013585663E0
1.006011729E1,5.628595276E0,1.256038055E0,7.776628418E0
1.016133829E1,5.793103180E0,1.000070343E0,8.029302979E0
1.026251829E1,5.293442230E0,9.845027161E-1,8.268505554E0
1.036369929E1,4.798721008E0,1.231339417E0,8.070766754E0
1.046488629E1,5.353617096E0,1.163680115E0,8.249944153E0
1.056605629E1,5.542224884E0,1.034049683E0,8.147108002E0
1.066723829E1,5.289849701E0,6.509962463E-1,7.848029938E0
1.076839929E1,5.338049469E0,9.461824036E-1,7.892637177E0
1.086957429E1,5.548661499E0,1.390458527E0,8.001909943E0
1.097074529E1,5.843398590E0,1.188229065E0,7.885601807E0
1.107194129E1,5.220992889E0,1.056952057E0,8.173303528E0
1.117314629E1,5.335055695E0,1.162482605E0,8.121511230E0
1.127431829E1,5.860463104E0,1.076411591E0,7.953859863E0
1.137548429E1,5.565276947E0,7.509883118E-1,7.836354218E0
1.147664929E1,5.210065613E0,1.501826935E0,8.353678436E0
1.157783629E1,5.065166931E0,8.952882385E-1,8.336314545E0
1.167891929E1,5.071304169E0,6.834786987E-1,8.096213837E0
1.178009029E1,5.209766235E0,8.122109985E-1,8.371790771E0
1.188126129E1,4.620741119E0,1.147962799E0,8.573122101E0
1.198242229E1,5.063670044E0,7.334747314E-1,8.186925201E0
1.208361529E1,5.110073547E0,7.602690125E-1,8.187374268E0
1.218479829E1,5.108127594E0,1.326840820E0,8.357420654E0
1.228596629E1,5.871540070E0,3.033142548E0,9.425749054E0
1.238714429E1,4.885690155E0,3.073259125E0,9.504185944E0
1.248833629E1,2.781515808E0,1.906435547E0,8.259075165E0
1.258949229E1,1.708696747E0,1.797013092E0,7.571704559E0
1.269065229E1,6.256988525E-1,3.431464233E0,8.668773193E0
1.279180129E1,6.533912659E-1,4.074676666E0,9.172924805E0
1.289296129E1,1.047521667E0,3.755989380E0,9.208251343E0
1.299410729E1,8.349636841E-1,3.434458008E0,9.015152893E0
1.309528229E1,3.333567810E-1,3.681743774E0,9.176517334E0
1.319644029E1,2.724334717E-1,3.777694244E0,8.869505768E0
1.329758829E1,4.111949158E-1,3.302881622E0,8.345744934E0
1.339876929E1,1.241069183E0,3.035836945E0,8.505313110E0
1.349993929E1,2.395019531E0,2.263143768E0,8.744964752E0
1.360108829E1,5.090913391E0,2.987188110E0,9.331894226E0
1.370226529E1,6.117927704E0,2.385589142E0,8.726852417E0
1.380343229E1,5.538931732E0,1.216819611E0,8.034093018E0
1.390460429E1,4.402045898E0,1.275946655E0,8.636590118E0
1.400565154E1,3.692671051E0,1.522633667E0,9.014254761E0
1.410682254E1,3.608246613E0,1.550625458E0,8.797804871E0
1.420802854E1,4.541705475E0,1.709445190E0,8.575816498E0
1.430920054E1,4.796176300E0,1.690285034E0,8.532257080E0
1.441037554E1,4.406985626E0,1.592837677E0,8.739126892E0
1.451156354E1,4.126618652E0,1.030307465E0,8.463999023E0
1.461272454E1,4.234095154E0,1.865570526E0,8.702752533E0
1.471390554E1,4.435576172E0,1.212778015E0,9.164392548E0
1.481506354E1,3.550766144E0,7.753875732E-1,8.649313660E0
1.491626754E1,3.750301208E0,1.437760162E0,8.663683777E0
1.501744154E1,4.683311005E0,1.666334839E0,8.614885254E0
1.511862754E1,4.880750427E0,1.434017944E0,8.482410736E0
1.521980254E1,4.110751648E0,1.305435333E0,8.715775452E0
1.532095654E1,3.908671875E0,1.154249725E0,8.707991638E0
1.542216854E1,3.990701294E0,1.212328949E0,8.711135101E0
1.552335054E1,4.448898468E0,1.276545410E0,8.542136536E0
1.562452754E1,4.430786133E0,1.374741211E0,8.639434204E0
1.572567454E1,4.207749939E0,1.301842804E0,8.567733307E0
1.582687454E1,4.413122864E0,1.153501282E0,8.566086731E0
1.592804554E1,4.390070801E0,1.467398529E0,8.665030975E0
1.602921454E1,4.480482788E0,1.355281677E0,8.592282257E0
1.613036254E1,4.098327484E0,1.164877625E0,8.773106232E0
1.623157154E1,4.184847565E0,9.527687073E-1,8.422535248E0
1.633275754E1,4.579576721E0,1.630110168E0,8.293054504E0
1.643393754E1,5.178032227E0,1.821412354E0,8.577762451E0
1.653509854E1,5.011278992E0,9.008267212E-1,8.386011200E0
1.663628354E1,4.066593475E0,9.054670715E-1,8.775800629E0
1.673745854E1,3.756438446E0,1.085093536E0,8.851243744E0
1.683864054E1,4.467459869E0,1.352287903E0,8.639134827E0
1.693981654E1,4.782854004E0,1.216520233E0,8.429121552E0
1.704098354E1,4.490661621E0,8.300239563E-1,8.596024475E0
1.714216854E1,3.954476624E0,8.421487427E-1,9.010961609E0
1.724334754E1,3.752546539E0,7.685018921E-1,8.950936432E0
1.734451254E1,4.191882935E0,9.722282410E-1,8.782087555E0
1.744568854E1,4.525838470E0,1.189875641E0,8.672365723E0
1.754685954E1,4.654121704E0,1.251098328E0,8.337961121E0
1.764801354E1,4.987478485E0,1.505269775E0,8.287366333E0
1.774919554E1,4.884642334E0,1.658551025E0,8.486302643E0
1.785035854E1,4.223018188E0,1.798809357E0,9.291627960E0
1.795154154E1,3.941004639E0,1.540446625E0,9.150321808E0
1.805270954E1,3.650758209E0,1.618135071E0,8.466693420E0
1.815385654E1,3.413950653E0,1.488354950E0,8.329129486E0
1.825506954E1,3.800297241E0,2.947670288E0,8.883127441E0
1.835624454E1,3.276686096E0,2.983146515E0,8.865464172E0
1.845741654E1,3.326233063E0,3.529660034E0,8.640032959E0
1.855857954E1,3.149600372E0,3.776347046E0,8.885672150E0
1.865974854E1,3.488345947E0,2.953508148E0,8.569828949E0
1.876092954E1,3.366948395E0,2.279459839E0,8.873547363E0
1.886210854E1,2.907553711E0,2.715353394E0,1.006506958E1
1.896314654E1,3.489842834E0,1.584604797E0,8.450976105E0
1.906433754E1,2.812201996E0,3.617976379E-1,1.078327606E1
1.916552654E1,2.803220673E0,-1.350791016E0,9.521400146E0
1.926668454E1,2.947071533E0,-1.316661987E0,1.037462585E1
1.936786254E1,3.447031860E0,-1.435664520E0,9.441166992E0
1.946904654E1,4.373605042E0,1.913021851E-1,8.279133453E0
1.957024154E1,3.750899963E0,6.715036011E-1,7.257657623E0
1.967140754E1,1.674867096E0,2.392474823E0,6.896009674E0
1.977259354E1,6.932084656E-1,4.352648621E0,8.442443848E0
1.987377354E1,8.243357849E-1,4.223616943E0,7.914342041E0
1.997495854E1,-1.472937012E-1,3.570674744E0,9.252409515E0
2.007613154E1,3.493734741E-1,3.470532990E0,8.837023315E0
2.017729954E1,5.551954651E-1,2.933449860E0,9.380992126E0
2.027849054E1,7.548802185E-1,2.955454102E0,8.802744598E0
2.037968154E1,4.770579529E-1,3.330274658E0,9.163494415E0
2.048087254E1,-7.143145752E-1,2.724035339E0,9.671687622E0
2.058205754E1,-5.104385376E-1,2.940335541E0,9.525441742E0
2.068312154E1,-3.930825806E-1,2.340383148E0,9.896819458E0
2.078431154E1,7.238946533E-1,4.246669006E0,9.845625916E0
2.088552754E1,-3.727249146E-1,3.197351074E0,8.717422028E0
2.098669354E1,3.502716064E-2,3.059038696E0,9.997260590E0
2.108787254E1,3.977229309E-1,2.309397583E0,8.124205627E0
2.118901854E1,3.649411011E-1,2.078577576E0,9.311686249E0
2.129022154E1,-8.952882385E-1,1.776805115E0,1.085946762E1
2.139140454E1,-6.812333679E-1,1.779798889E0,9.394314423E0
2.149255454E1,-7.246430969E-1,1.711690521E0,9.370513916E0
2.159371954E1,-8.530760193E-1,1.639540558E0,9.998607788E0
2.169488854E1,-8.132588196E-1,1.474882965E0,9.648635559E0
2.179603354E1,-1.152453461E0,1.093925171E0,9.367969208E0
2.189723154E1,-2.131567383E0,1.268462219E0,8.915909271E0
2.199838254E1,-1.855092316E0,1.341061249E0,1.108160568E1
2.209954954E1,-6.417155457E-1,9.380992126E-1,1.084869003E1
2.220071354E1,-1.185534668E-1,8.137078857E-1,9.337881775E0
2.230187254E1,3.974235535E-1,8.852590942E-1,9.515262909E0
2.240300954E1,5.748046875E-1,1.211131439E0,9.201964417E0
2.250419654E1,5.481600952E-1,1.715133362E0,9.414821777E0
2.260534754E1,8.107141113E-1,2.066752167E0,9.572294312E0
2.270652954E1,6.475534058E-1,2.201621704E0,9.631720734E0
2.280767754E1,-3.023712158E-2,1.775308228E0,9.806856537E0
2.290887054E1,1.002165985E0,1.845362549E0,1.075767929E1
2.301004254E1,1.561702423E0,1.196461945E0,9.015452271E0
2.311120054E1,1.034648438E0,1.695823517E0,8.414751434E0
2.321235254E1,2.751278687E-1,2.051334229E0,1.032747391E1
2.331351054E1,-7.409591675E-1,1.897154846E0,9.648036804E0
2.341465954E1,-1.121467896E0,2.274370422E0,9.317075043E0
2.351583954E1,-2.399959259E0,1.854942627E0,9.079369354E0
2.361698054E1,-3.500321045E0,1.669927368E0,9.715396729E0
2.371813154E1,-3.266357574E0,1.872007141E0,9.560768280E0
2.381929454E1,-2.048340454E0,2.004032593E0,9.512119446E0
2.392045354E1,-6.068380737E-1,2.165995789E0,9.857301636E0
2.402148129E1,-5.022056580E-1,2.300416260E0,9.933493195E0
2.412265629E1,-4.153862000E-1,3.045866089E0,8.767418060E0
2.422381329E1,-8.286767578E-1,3.673959961E0,8.788973236E0
2.432499029E1,-1.667831726E0,3.120261383E0,9.262288971E0
2.442614529E1,-1.049168243E0,3.060984650E0,9.393565979E0
2.452730529E1,-9.138496399E-1,3.207679596E0,8.902736664E0
2.462848129E1,-1.057550812E0,3.480711823E0,9.059011688E0
2.472963829E1,-1.325643311E0,3.771706696E0,9.106463013E0
2.483081629E1,-2.016007690E0,3.956572266E0,8.991502075E0
2.493198329E1,-1.807341614E0,4.006717987E0,8.912167053E0
2.503315129E1,-1.641486511E0,4.364174652E0,8.596772919E0
2.513429829E1,-1.359922028E0,4.960534515E0,8.305179291E0
2.523546929E1,-1.938618622E0,4.917424164E0,8.468789062E0
2.533659829E1,-2.059417419E0,4.897665253E0,8.156688080E0
2.543777029E1,-1.875449982E0,4.806205444E0,8.103099518E0
2.553891929E1,-2.331551514E0,4.533472595E0,8.765322418E0
2.564009329E1,-2.074985046E0,4.385131073E0,8.505313110E0
2.574126129E1,-2.023641815E0,4.145778809E0,8.919651489E0
2.584242129E1,-1.549427948E0,3.904630280E0,8.663833466E0
2.594356529E1,-7.676037598E-1,3.979923706E0,8.931626587E0
2.604473629E1,3.106040955E-1,4.332590332E0,8.879983978E0
2.614588629E1,1.025517426E0,4.876409454E0,9.399403839E0
2.624704629E1,1.112486572E0,5.775140533E0,1.035830978E1
2.634819829E1,-4.281097412E-1,5.287005615E0,1.040650955E1
2.644936329E1,-1.184935913E0,4.189936981E0,8.257129211E0
2.655052129E1,-2.043101349E0,4.127217407E0,6.010301514E0
2.665167229E1,-1.817969513E0,4.843028870E0,6.226601715E0
2.675280029E1,-1.990410919E0,5.595364380E0,6.363117828E0
2.685398029E1,-2.076182556E0,6.130202179E0,7.003785553E0
2.695512929E1,-2.018103333E0,6.078858948E0,7.512128448E0
2.705630829E1,-1.690883789E0,5.713768158E0,7.777376862E0
2.715746329E1,-1.476828918E0,5.595813446E0,8.268655243E0
2.725863029E1,-1.386416931E0,5.362448730E0,8.139473877E0
2.735981929E1,-1.343306580E0,5.265749817E0,8.032895508E0
2.746099629E1,-1.313967590E0,5.197491760E0,7.984845428E0
2.756215429E1,-1.185384979E0,5.076243896E0,7.927514648E0
2.766334729E1,-1.127754822E0,5.099894714E0,8.466094666E0
2.776452529E1,-1.174308014E0,4.923112335E0,8.290659485E0
2.786569729E1,-1.355431366E0,4.621040497E0,7.963439941E0
2.796685029E1,-1.713187408E0,3.468437347E0,7.726632385E0
2.806801129E1,-1.314117279E0,2.944826202E0,8.552614746E0
2.816919929E1,3.899391174E-1,4.875361633E0,1.012344818E1
2.827037229E1,1.405277710E0,5.543123016E0,1.066606979E1
2.837154429E1,-3.124003601E-1,3.440146179E0,9.012009430E0
2.847271829E1,-9.840536499E-1,2.829715576E0,8.726852417E0
2.857388229E1,-4.550537109E-1,3.614683228E0,9.205107880E0
2.867503729E1,-6.236032104E-1,3.455264740E0,9.335636444E0
2.877617229E1,-5.520520020E-1,3.437900848E0,9.058862000E0
2.887734429E1,-2.263293457E-1,3.729793854E0,8.972491608E0
2.897838696E1,-3.638932800E-1,3.576811981E0,9.293424225E0
2.907954896E1,-4.643344116E-1,3.624263306E0,8.918753357E0
2.918069196E1,-4.520599365E-1,3.497327271E0,9.103169861E0
2.928187796E1,-4.486170959E-1,3.521876221E0,9.059011688E0
2.938303996E1,-3.722758484E-1,3.595373383E0,9.059909821E0
2.948419696E1,-2.974314880E-1,3.662284241E0,9.165290680E0
2.958535496E1,-3.894900513E-1,3.753444672E0,9.013057251E0
2.968653096E1,-4.104464722E-1,3.595822449E0,9.055119781E0
2.978769696E1,-4.351451111E-1,3.585493927E0,8.959768066E0
2.988883996E1,-2.516267395E-1,3.601360931E0,9.208550720E0
2.999001196E1,-2.273771667E-1,3.704197083E0,9.120084686E0
3.009120196E1,-2.451901245E-1,3.604803772E0,9.030720520E0
3.019236296E1,-3.086581421E-1,3.639082489E0,9.098379822E0
3.029352996E1,-2.920426941E-1,3.732039185E0,8.988059235E0
3.039468996E1,-1.224453735E-1,3.618575134E0,9.153764648E0
3.049587496E1,-2.968327332E-1,3.651057587E0,8.928034058E0
3.059703096E1,-2.698887634E-1,3.558999023E0,9.273815002E0
3.069822896E1,-1.309776306E-1,3.636238403E0,9.132658539E0
3.079939596E1,-1.975891113E-1,3.664679260E0,9.036259003E0
3.090056396E1,-2.893482971E-1,3.672612762E0,9.164691925E0
3.100172896E1,-2.739303589E-1,3.697760468E0,8.986712036E0
3.110288996E1,-1.522334290E-1,3.651057587E0,9.190887451E0
3.120405396E1,-1.761836243E-1,3.703598328E0,8.923244019E0
3.130521496E1,-2.538720703E-1,3.623664551E0,9.257648621E0
3.140638696E1,-2.532733154E-1,3.639980621E0,9.132209473E0
3.150753296E1,-2.215393066E-1,3.627107391E0,8.955427094E0
3.160871896E1,-2.811154175E-1,3.669768677E0,9.113648071E0
3.170990596E1,-2.722837830E-1,3.720064087E0,9.093739471E0
3.181107196E1,-2.712359619E-1,3.682342529E0,9.205107880E0
3.191223596E1,-1.752854919E-1,3.768712921E0,8.865314484E0
3.201340296E1,-1.995350647E-1,3.721261597E0,9.025780792E0
3.211456396E1,-2.616558838E-1,3.695215759E0,9.050928497E0
3.221569396E1,-2.534230042E-1,3.673660583E0,9.139993286E0
3.231687996E1,-3.144960022E-1,3.718417511E0,9.084458771E0
3.241808096E1,-3.273692322E-1,3.683090973E0,9.054221649E0
3.251924596E1,-2.902464294E-1,3.632346497E0,8.950487366E0
3.262040596E1,-2.609074402E-1,3.582051086E0,9.287586365E0
3.272157296E1,-1.811233521E-1,3.662733307E0,8.987759857E0
3.282275196E1,-2.823129272E-1,3.676055603E0,9.114097137E0
3.292392096E1,-2.951861572E-1,3.604803772E0,9.086105347E0
3.302505896E1,-2.586621094E-1,3.669469299E0,8.819809113E0
3.312623596E1,3.331322479E0,5.063370667E0,7.122937775E0
3.322740696E1,2.401605835E0,3.622766418E0,1.034453842E1
3.332853896E1,-4.310735779E0,-3.143463135E-3,1.069495972E1
3.342973296E1,-6.002817078E0,-7.394622803E-1,9.020841064E0
3.353089896E1,-4.004472656E0,7.494914246E-1,7.721842346E0
3.363205896E1,-1.750459900E0,2.370620270E0,9.668244781E0
3.373324696E1,-5.947132874E-1,3.293750610E0,9.975855103E0
3.383441296E1,-1.563798065E0,2.837649078E0,8.749754791E0
3.393556296E1,-2.092648315E0,2.112856293E0,9.973310394E0
3.403663442E1,-2.006277924E0,1.933828583E0,9.424701233E0
3.413778442E1,-2.033820648E0,1.706152039E0,8.791667633E0
3.423897142E1,-1.180744629E0,1.795216827E0,9.848470001E0
3.434011642E1,-7.593708801E-1,2.249073029E0,1.002779709E1
3.444128842E1,-1.138682098E0,1.842518463E0,9.474846954E0
3.454245142E1,-1.138831787E0,1.835632782E0,9.218729553E0
3.464360642E1,-1.116977234E0,1.861528931E0,9.625284119E0
3.474480842E1,-1.307231598E0,2.005379791E0,9.464967499E0
3.484597842E1,-1.523980865E0,1.941013641E0,9.439071350E0
3.494713742E1,-1.632804565E0,1.862277374E0,9.639654236E0
3.504830642E1,-1.740131378E0,1.839973755E0,9.496402130E0
3.514948342E1,-1.643432465E0,1.930984497E0,9.655221863E0
3.525066942E1,-1.719773712E0,1.966760101E0,9.364975433E0
3.535185642E1,-1.568139038E0,1.897005157E0,9.485474854E0
3.545302042E1,-1.474882965E0,1.965861969E0,9.387279053E0
3.555419642E1,-1.357976074E0,2.039209442E0,9.398206329E0
3.565539342E1,-1.491199036E0,1.943857727E0,9.661508789E0
3.575655942E1,-1.495989075E0,2.122436371E0,9.763446808E0
3.585773242E1,-9.668394470E-1,2.133663025E0,9.863887939E0
3.595891142E1,-7.593708801E-1,2.185455322E0,8.607400818E0
3.606008442E1,-6.942562866E-1,2.156715088E0,9.609866180E0
3.616125342E1,-9.617500305E-1,2.599793701E0,9.218130798E0
3.626241542E1,-1.547481995E0,2.383942566E0,9.536967773E0
3.636356442E1,-1.883982239E0,2.355352020E0,9.632918243E0
3.646472442E1,-1.964215393E0,2.267035675E0,9.390721893E0
3.656587342E1,-1.786085815E0,2.004631348E0,9.010811920E0
3.666703142E1,-1.234333191E0,2.309247894E0,9.236392822E0
3.676817842E1,-1.151106262E0,2.463726654E0,9.573192444E0
3.686933442E1,-1.200204163E0,2.284249878E0,9.489067383E0
3.697050642E1,-1.208437042E0,2.198478241E0,9.372908936E0
3.707165342E1,-1.142873383E0,2.196981354E0,9.446705475E0
3.717284942E1,-8.030799866E-1,2.478695526E0,9.505233765E0
3.727401342E1,1.442999268E-1,3.080743561E0,1.010847931E1
3.737517342E1,-1.497635651E0,2.192041626E0,9.202263794E0
3.747632542E1,-2.552192688E0,1.485510864E0,9.095535736E0
3.757749442E1,-2.203268280E0,1.757495270E0,9.065597992E0
3.767863142E1,-8.246351624E-1,3.040477295E0,9.497150574E0
3.777980142E1,-3.977229309E-1,3.096909943E0,9.896819458E0
3.788094542E1,-1.317709808E0,2.142344971E0,9.450148315E0
3.798206842E1,-1.542093201E0,2.409988403E0,9.102720795E0
3.808324542E1,-8.467890930E-1,2.923869781E0,9.560917969E0
3.818440842E1,-1.308578796E0,2.468367004E0,9.493558044E0
3.828554342E1,-1.806144104E0,2.309098206E0,9.212891693E0
3.838671442E1,-1.709744568E0,2.373015289E0,9.019793243E0
3.848786142E1,-1.204994202E0,2.716999969E0,9.198521576E0
3.858899942E1,-1.116079102E0,2.701132965E0,9.555978241E0
3.869011942E1,-9.342073059E-1,2.824476471E0,9.531429291E0
3.879128042E1,-1.132544861E0,2.670895844E0,9.296567688E0
3.889242242E1,-1.411265259E0,2.332749023E0,9.527238007E0
3.899342104E1,-9.241781616E-1,2.466271362E0,9.268575897E0
3.909457404E1,-9.845027161E-1,2.643053741E0,9.048982544E0
3.919572804E1,-1.247505798E0,2.429298248E0,9.540111237E0
3.929688604E1,-9.937834167E-1,2.454146576E0,9.708660736E0
3.939804304E1,-1.028960266E0,2.260748749E0,9.089248810E0
3.949920604E1,-9.945318604E-1,1.981279907E0,9.336833954E0
3.960036404E1,-9.996212769E-1,1.932182007E0,9.040300598E0
3.970153704E1,-8.424481201E-1,1.744023285E0,9.663754120E0
3.980268604E1,-7.194039917E-1,1.830393677E0,9.924212494E0
3.990380804E1,-8.092172241E-1,1.644480286E0,1.009949799E1
4.000501904E1,-7.138655090E-1,1.500330048E0,1.014934433E1
4.010615404E1,-5.851332092E-1,1.553020477E0,9.928553467E0
4.020732004E1,-5.849835205E-1,1.617236938E0,9.527537384E0
4.030850604E1,-6.734495544E-1,1.693129120E0,9.446406097E0
4.040965104E1,-9.366023254E-1,1.812580719E0,9.386380920E0
4.051083104E1,-9.514215088E-1,1.828447723E0,9.410780182E0
4.061198704E1,-9.181906128E-1,1.758094025E0,9.683962097E0
4.071314904E1,-9.413923645E-1,1.830393677E0,9.190288696E0
4.081430604E1,-7.379653931E-1,1.723216553E0,9.510622559E0
4.091547104E1,-6.834786987E-1,1.178499298E0,8.985813904E0
4.101661704E1,-3.517684937E-1,1.214274902E0,8.756490784E0
4.111777404E1,-2.993774414E-4,9.765692139E-1,9.167985077E0
4.121890004E1,-2.228865051E-1,8.080197144E-1,9.071585541E0
4.132008104E1,7.505392456E-1,1.486708374E0,8.872798920E0
4.142123204E1,1.480421448E0,1.414259033E0,7.544760590E0
4.152240104E1,9.699829102E-1,2.217039642E0,7.724836121E0
4.162359204E1,1.381926270E0,2.356848907E0,9.411079559E0
4.172476604E1,2.564916229E0,2.782713318E0,9.466165009E0
4.182594004E1,2.191293182E0,2.078427887E0,1.156704620E1
4.192710704E1,2.396666107E0,2.265389099E0,1.133428024E1
4.202826104E1,2.952460327E0,1.682501221E0,1.118459152E1
4.212944104E1,3.541635132E0,1.760489044E0,9.918973389E0
4.223061004E1,3.372486877E0,1.246158600E0,1.012000534E1
4.233174004E1,3.733087006E0,1.579365692E0,9.536818085E0
4.243292204E1,3.612886963E0,1.016985168E0,9.064849548E0
